customerID,gender,SeniorCitizen,Partner,Dependents,customer_key
7801-CEDNV,Male,No,Yes,No,1753
2057-BOYKM,Female,Yes,Yes,No,1754
3658-QQJYD,Male,No,No,No,1755
1803-BGNBD,Female,No,No,No,1756
0134-XWXCE,Female,Yes,No,No,1757
6950-TWMYB,Male,No,Yes,Yes,1758
5848-FHRFC,Female,No,No,No,1759
2243-FNMMI,Male,No,No,No,1760
2511-MORQY,Male,No,Yes,Yes,1761
5356-KZCKT,Male,No,No,No,1762
9470-XCCEM,Male,No,Yes,Yes,1763
6519-CFDBX,Female,No,No,No,1764
3902-MIVLE,Male,No,Yes,Yes,1765
0409-WTMPL,Female,No,Yes,No,1766
8763-KIAFH,Female,No,Yes,Yes,1767
3669-WHAFY,Female,No,Yes,No,1768
3055-VTCGS,Female,No,No,No,1769
3144-KMTWZ,Male,No,Yes,No,1770
7279-BUYWN,Female,Yes,No,No,1771
7156-MHUGY,Male,Yes,No,No,1772
7198-GLXTC,Male,No,No,No,1773
2007-QVGAW,Female,No,Yes,Yes,1774
5207-PLSTK,Male,No,Yes,Yes,1775
2307-FYNNL,Male,Yes,No,No,1776
5605-XNWEN,Male,Yes,Yes,No,1777
2155-AMQRX,Female,No,No,No,1778
6181-AXXYF,Male,No,Yes,Yes,1779
5091-HFAZW,Female,No,No,No,1780
0516-VRYBW,Female,No,No,Yes,1781
2519-LBNQL,Male,Yes,Yes,No,1782
8623-ULFNQ,Female,Yes,No,No,1783
8380-PEFPE,Male,No,No,Yes,1784
5687-DKDTV,Female,No,No,No,1785
1568-LJSZU,Male,No,Yes,Yes,1786
7530-HDYDS,Female,No,No,No,1787
7789-HKSBS,Female,Yes,Yes,No,1788
7416-CKTEP,Female,No,Yes,No,1789
2586-CWXVV,Male,No,Yes,No,1790
3096-IZETN,Female,No,No,No,1791
2348-KCJLT,Female,No,Yes,No,1792
8401-EMUWF,Male,No,Yes,Yes,1793
4193-IBKSW,Male,No,Yes,Yes,1794
5377-NDTOU,Female,No,Yes,Yes,1795
5922-ABDVO,Female,No,Yes,No,1796
2474-LCNUE,Female,No,Yes,No,1797
0839-QNXME,Female,No,No,No,1798
3506-OVLKD,Male,No,No,No,1799
9172-ANCRX,Female,No,No,No,1800
6650-VJONK,Male,No,No,No,1801
2178-PMGCJ,Male,No,No,No,1802
7492-TAFJD,Male,No,Yes,Yes,1803
2773-MADBQ,Female,No,No,No,1804
6016-LVTJQ,Female,No,Yes,Yes,1805
7860-KSUGX,Male,No,Yes,Yes,1806
8966-KZXXA,Male,No,Yes,Yes,1807
6910-HADCM,Female,No,No,No,1808
4816-LXZYW,Female,No,No,No,1809
9606-PBKBQ,Male,Yes,Yes,No,1810
5149-QYTTU,Female,No,Yes,Yes,1811
2070-XYMFH,Female,Yes,No,No,1812
2085-BOJKI,Male,No,Yes,No,1813
0817-HSUSE,Male,No,No,No,1814
5442-PPTJY,Male,No,Yes,Yes,1815
1927-QEWMY,Female,No,Yes,No,1816
1663-MHLHE,Male,No,No,No,1817
5663-QBGIS,Male,Yes,Yes,No,1818
4450-MDZFX,Male,No,Yes,Yes,1819
6701-DHKWQ,Female,No,Yes,Yes,1820
7554-AKDQF,Female,No,Yes,No,1821
3536-IQCTX,Male,Yes,Yes,No,1822
4911-BANWH,Female,No,No,Yes,1823
8496-EJAUI,Male,No,No,No,1824
0794-YVSGE,Male,No,Yes,Yes,1825
5423-BHIXO,Female,No,No,No,1826
6908-VVYHM,Male,No,Yes,No,1827
2959-EEXWB,Female,No,Yes,Yes,1828
1839-UMACK,Male,No,No,No,1829
3030-YDNRM,Male,No,No,No,1830
7321-KKSDU,Male,No,No,Yes,1831
3402-XRIUO,Female,Yes,Yes,No,1832
3132-TVFDZ,Male,Yes,Yes,No,1833
8286-AFUYI,Male,No,No,No,1834
8080-DDEMJ,Male,Yes,No,No,1835
8356-WUAOJ,Female,No,Yes,No,1836
6365-MTGZX,Male,No,No,No,1837
1349-WXNGG,Male,No,No,No,1838
8058-DMYRU,Male,Yes,No,No,1839
9350-ZXYJC,Female,No,No,No,1840
6990-YNRIO,Male,No,Yes,Yes,1841
8958-JPTRR,Female,No,Yes,No,1842
6959-GQEGV,Male,No,No,No,1843
3173-WSSUE,Female,No,Yes,Yes,1844
1265-HVPZB,Male,No,Yes,No,1845
4115-UMJFQ,Male,No,No,No,1846
7369-TRPFD,Male,No,No,No,1847
1098-KFQEC,Female,No,Yes,Yes,1848
7190-XHTWJ,Female,No,No,No,1849
0621-TWIEM,Male,No,No,No,1850
3537-RYBHH,Female,Yes,Yes,No,1851
2485-ITVKB,Female,No,Yes,No,1852
3669-OYSJI,Male,No,No,No,1853
1612-EOHDH,Female,No,No,No,1854
6702-OHFWR,Male,Yes,No,No,1855
5296-BFCYD,Male,No,Yes,Yes,1856
4510-PYUSH,Female,Yes,No,No,1857
9359-JANWS,Female,No,Yes,No,1858
7517-SAWMO,Female,No,Yes,No,1859
4143-HHPMK,Male,No,No,No,1860
3279-DYZQM,Male,No,Yes,Yes,1861
7054-LGEQW,Female,No,No,No,1862
0523-VNGTF,Female,Yes,No,No,1863
9575-IWCAZ,Male,No,Yes,No,1864
7105-MXJLL,Female,Yes,Yes,No,1865
7064-FRRSW,Male,Yes,No,No,1866
7940-UQQUG,Female,No,Yes,Yes,1867
0923-PNFUB,Female,No,No,No,1868
3961-SXAXY,Male,No,No,No,1869
7010-BRBUU,Male,No,Yes,Yes,1870
3566-HJGPK,Male,No,No,No,1871
3062-ICYZQ,Female,No,Yes,Yes,1872
9938-PRCVK,Female,No,Yes,Yes,1873
0973-KYVNF,Female,No,Yes,Yes,1874
5129-HHMZC,Female,No,Yes,No,1875
9637-CDTKZ,Male,No,Yes,No,1876
3946-JEWRQ,Male,No,Yes,No,1877
7873-CVMAW,Male,No,No,No,1878
0463-WZZKO,Male,No,No,No,1879
3494-JCHRQ,Male,No,No,No,1880
6474-FVJLC,Male,No,No,No,1881
4524-QCSSM,Male,No,No,No,1882
5832-EXGTT,Male,No,Yes,Yes,1883
8840-DQLGN,Female,Yes,Yes,No,1884
2039-JONDJ,Male,No,No,No,1885
7217-JYHOQ,Male,No,Yes,Yes,1886
6695-FRVEC,Male,No,Yes,Yes,1887
4547-LYTDD,Female,No,No,No,1888
9894-QMIMJ,Female,No,No,No,1889
8069-YQQAJ,Male,No,No,No,1890
6770-XUAGN,Female,No,Yes,Yes,1891
4193-ORFCL,Female,Yes,No,No,1892
1636-NTNCO,Male,Yes,No,No,1893
3466-WAESX,Male,No,No,Yes,1894
9281-PKKZE,Female,No,Yes,No,1895
3638-VBZTA,Male,No,No,Yes,1896
7459-IMVYU,Male,No,No,No,1897
7776-QWNFX,Male,Yes,Yes,No,1898
6689-TCZHQ,Female,Yes,No,No,1899
8563-OYMQY,Male,No,No,No,1900
0754-EEBDC,Male,No,Yes,Yes,1901
5777-ZPQNC,Female,No,No,No,1902
1951-IEYXM,Male,No,Yes,Yes,1903
3318-NMQXL,Male,No,No,No,1904
3143-ILDAL,Male,No,No,No,1905
1022-RKXDR,Female,No,No,No,1906
2361-FJWNO,Male,No,No,No,1907
2272-UOINI,Female,No,No,No,1908
8232-UTFOZ,Male,No,No,No,1909
3750-YHRYO,Male,No,Yes,Yes,1910
6637-KYRCV,Female,No,Yes,Yes,1911
5668-MEISB,Female,No,Yes,Yes,1912
0129-QMPDR,Male,No,Yes,Yes,1913
7188-CBBBA,Female,No,No,No,1914
5356-CSVSQ,Female,No,No,No,1915
3221-CJMSG,Male,No,No,No,1916
4720-VSTSI,Female,No,No,No,1917
3219-JQRSL,Female,Yes,Yes,No,1918
2801-NISEI,Male,No,No,No,1919
3946-MHCZW,Male,No,No,No,1920
4623-ZKHLY,Male,No,Yes,No,1921
6732-VAILE,Male,No,Yes,Yes,1922
8201-AAXCB,Male,No,Yes,Yes,1923
7696-CFTAT,Male,No,Yes,Yes,1924
1845-CSBRZ,Female,Yes,Yes,Yes,1925
2123-VSCOT,Female,No,Yes,Yes,1926
6651-AZVTJ,Male,No,Yes,Yes,1927
4566-GOLUK,Male,No,Yes,Yes,1928
2484-DGXPZ,Female,No,Yes,Yes,1929
2018-QKYGT,Male,No,Yes,Yes,1930
2792-VPPET,Male,No,No,No,1931
7409-JURKQ,Female,No,Yes,No,1932
3247-MHJKM,Male,No,No,No,1933
1964-SVLEA,Male,No,No,No,1934
4587-NUKOX,Female,No,No,No,1935
7297-DVYGA,Female,No,No,No,1936
2239-CGBUZ,Female,No,Yes,No,1937
0854-UYHZD,Female,No,Yes,Yes,1938
7243-LCGGZ,Female,No,No,No,1939
8267-KFGYD,Male,No,No,Yes,1940
4890-VMUAV,Male,No,No,No,1941
9261-WDCAF,Male,No,No,No,1942
3764-MNMOI,Male,No,No,No,1943
7442-YGZFK,Male,No,No,No,1944
0420-BWTPW,Male,No,No,Yes,1945
8229-BUJHX,Female,No,Yes,Yes,1946
7449-HVPIV,Male,No,Yes,Yes,1947
5504-WSIUR,Female,No,No,No,1948
8183-ONMXC,Female,No,No,No,1949
8466-PZBLH,Male,No,Yes,Yes,1950
9614-RMGHA,Male,No,Yes,No,1951
8735-IJJEG,Male,No,Yes,No,1952
0564-MUUQK,Female,No,Yes,Yes,1953
5054-IEXZT,Male,No,No,Yes,1954
5834-ASPWA,Male,No,No,No,1955
0701-RFGFI,Female,No,Yes,Yes,1956
0019-EFAEP,Female,No,No,No,1957
5619-PTMIK,Female,No,Yes,No,1958
3737-XBQDD,Male,No,No,No,1959
5882-CMAZQ,Female,No,Yes,Yes,1960
5846-QFDFI,Female,No,Yes,Yes,1961
4445-KWOKW,Female,No,No,No,1962
3511-APPBJ,Male,No,No,No,1963
7967-HYCDE,Male,No,No,No,1964
2430-RRYUW,Male,No,No,No,1965
3948-XHGNA,Male,No,No,No,1966
3723-BFBGR,Male,Yes,No,No,1967
0565-IYCGT,Male,No,No,No,1968
5447-WZAFP,Female,No,No,No,1969
5110-CHOPY,Female,No,No,No,1970
5445-UTODQ,Female,No,Yes,No,1971
4425-OWHWB,Female,No,No,No,1972
7892-QVYKW,Female,No,Yes,Yes,1973
9675-ICXCT,Male,No,Yes,Yes,1974
1024-VRZHF,Male,No,Yes,No,1975
4703-MQYKT,Male,No,No,No,1976
9497-QCMMS,Male,Yes,No,No,1977
5692-ICXLW,Male,Yes,No,No,1978
0602-DDUML,Female,No,No,No,1979
2208-MPXIO,Female,No,Yes,Yes,1980
1960-UYCNN,Male,No,No,No,1981
0348-SDKOL,Female,No,Yes,No,1982
3190-FZATL,Male,No,No,Yes,1983
7336-RLLRH,Male,No,Yes,No,1984
4373-MAVJG,Female,No,Yes,Yes,1985
8901-HJXTF,Female,No,Yes,Yes,1986
7710-JSYOA,Female,No,Yes,Yes,1987
5419-KLXBN,Female,No,Yes,Yes,1988
3424-NMNBO,Male,Yes,Yes,No,1989
9885-MFVSU,Female,No,Yes,Yes,1990
4514-GFCFI,Female,Yes,No,No,1991
0607-MVMGC,Male,No,Yes,Yes,1992
3365-SAIGS,Female,No,No,No,1993
9828-AOQLM,Female,No,Yes,Yes,1994
8022-BECSI,Male,No,No,No,1995
8000-REIQB,Female,Yes,No,No,1996
9993-LHIEB,Male,No,Yes,Yes,1997
0266-CLZKZ,Female,No,Yes,Yes,1998
7615-ESMYF,Female,No,Yes,No,1999
3858-VOBET,Male,No,No,No,2000
7020-OZKXZ,Female,Yes,No,No,2001
3977-QCRSL,Female,No,No,No,2002
0017-DINOC,Male,No,No,No,2003
1447-PJGGA,Female,No,No,No,2004
8565-CLBZW,Male,No,No,No,2005
9139-WQQDY,Female,No,Yes,Yes,2006
0224-HJAPT,Male,No,No,No,2007
8086-OVPWV,Male,No,No,No,2008
9430-FRQOC,Female,No,No,Yes,2009
7639-OPLNG,Male,No,Yes,Yes,2010
3074-GQWYX,Male,No,No,No,2011
1492-QGCLU,Male,No,Yes,Yes,2012
6845-RGTYS,Female,No,Yes,No,2013
7328-OWMOM,Female,No,No,Yes,2014
4418-LZMSV,Male,No,Yes,Yes,2015
5155-AZQPB,Female,No,Yes,Yes,2016
8861-HGGKB,Female,No,No,No,2017
1087-GRUYI,Male,No,Yes,No,2018
7065-YUNRY,Female,No,No,No,2019
7694-VLBWQ,Male,No,Yes,No,2020
2546-KZAAT,Male,No,Yes,No,2021
0181-RITDD,Male,No,Yes,Yes,2022
5989-PGKJB,Female,No,No,No,2023
4795-KTRTH,Female,Yes,Yes,No,2024
8272-ONJLV,Male,No,No,No,2025
1488-PBLJN,Female,No,Yes,Yes,2026
0308-GIQJT,Male,Yes,No,No,2027
3778-FOAQW,Female,No,Yes,No,2028
4452-ROHMO,Female,No,No,No,2029
6481-OGDOO,Male,No,Yes,No,2030
3090-LETTY,Male,No,No,Yes,2031
5349-AZPEW,Female,No,Yes,Yes,2032
3753-TSEMP,Female,No,Yes,No,2033
8305-VHZBZ,Male,No,No,No,2034
9720-JJJOR,Male,No,Yes,Yes,2035
8100-HZZLJ,Female,No,No,Yes,2036
8775-ERLNB,Male,Yes,Yes,No,2037
8309-IEYJD,Female,Yes,No,No,2038
9172-JITSM,Female,No,Yes,Yes,2039
6298-QDFNH,Male,No,No,No,2040
7398-HPYZQ,Male,No,Yes,No,2041
3546-GHEAE,Male,No,No,No,2042
7361-YPXFS,Female,Yes,No,No,2043
6557-BZXLQ,Male,Yes,No,No,2044
2550-QHZGP,Male,No,No,No,2045
7519-JTWQH,Female,No,No,No,2046
2538-OIMXF,Female,No,No,Yes,2047
8543-MSDMF,Male,No,No,No,2048
9961-JBNMK,Male,Yes,No,No,2049
1170-SASML,Female,No,Yes,No,2050
4872-JCVCA,Female,No,Yes,No,2051
5346-BZCHP,Female,No,Yes,Yes,2052
2038-LLMLM,Female,No,No,No,2053
6173-ITPWD,Male,No,Yes,No,2054
9734-UYXQI,Female,No,No,No,2055
1216-BGTSP,Male,No,No,No,2056
4138-NAXED,Male,No,No,No,2057
2189-UXTKY,Female,No,Yes,No,2058
0744-BIKKF,Male,No,No,No,2059
7483-IQWIB,Male,No,Yes,Yes,2060
5248-KWLAR,Male,No,Yes,Yes,2061
4958-GZWIY,Male,No,Yes,Yes,2062
7996-MHXLW,Female,No,No,No,2063
7833-PKIHD,Male,No,Yes,Yes,2064
7061-OVMIM,Female,No,Yes,Yes,2065
5153-RTHKF,Female,No,No,No,2066
1852-QSWCD,Male,No,Yes,Yes,2067
4832-VRBMR,Male,Yes,Yes,No,2068
9079-LWTFD,Male,No,No,No,2069
6356-ELRKD,Female,No,No,No,2070
8624-GIOUT,Female,No,No,No,2071
3392-EHMNK,Female,No,Yes,Yes,2072
5986-WWXDV,Male,No,No,Yes,2073
3061-BCKYI,Male,No,No,No,2074
6179-GJPSO,Female,Yes,No,No,2075
7901-TBKJX,Male,Yes,No,No,2076
7228-PAQPD,Female,No,No,No,2077
3177-LASXD,Female,No,No,No,2078
7746-QYVCO,Male,No,Yes,Yes,2079
5804-HYIEZ,Male,No,Yes,Yes,2080
9919-FZDED,Male,Yes,Yes,No,2081
5934-TSSAU,Female,No,Yes,Yes,2082
3486-KHMLI,Male,No,No,Yes,2083
4897-QSUYC,Female,No,No,No,2084
1084-UQCHV,Male,No,No,Yes,2085
8290-YWKHZ,Female,Yes,Yes,No,2086
2955-BJZHG,Male,No,Yes,Yes,2087
3806-DXQOM,Female,No,No,No,2088
6784-XYJAE,Female,No,No,No,2089
3933-DQPWX,Female,No,No,No,2090
6661-EIPZC,Female,No,Yes,Yes,2091
8957-THMOA,Female,No,No,Yes,2092
2251-PYLPB,Male,No,Yes,No,2093
5555-RNPGT,Male,No,No,Yes,2094
1057-FOGLZ,Female,No,No,No,2095
9300-RENDD,Male,No,No,No,2096
0761-AETCS,Female,No,No,No,2097
8087-LGYHQ,Male,No,No,No,2098
4137-BTIKL,Male,No,No,No,2099
2190-BCXEC,Female,No,Yes,No,2100
6227-FBDXH,Male,No,Yes,No,2101
2153-MREFK,Female,No,Yes,No,2102
2911-WDXMV,Male,No,No,Yes,2103
7206-PQBBZ,Male,Yes,Yes,No,2104
3106-ULWFW,Female,No,Yes,No,2105
0925-VYDLG,Female,No,No,No,2106
4547-FZJWE,Male,No,Yes,Yes,2107
7422-WNBTY,Male,No,Yes,No,2108
0842-IWYCP,Female,No,No,No,2109
3521-HTQTV,Male,No,No,No,2110
3744-ZBHON,Female,No,No,No,2111
3373-DIUUN,Male,No,Yes,Yes,2112
8383-SGHJU,Female,No,No,No,2113
7607-QKKTJ,Male,No,Yes,Yes,2114
7707-PYBBH,Male,No,No,No,2115
8984-HPEMB,Female,No,No,No,2116
4349-GFQHK,Male,No,No,No,2117
4139-DETXS,Female,No,Yes,Yes,2118
9779-DPNEJ,Female,No,Yes,Yes,2119
9805-FILKB,Male,No,Yes,Yes,2120
5793-YOLJN,Female,No,Yes,Yes,2121
0673-IGUQO,Male,No,No,No,2122
4123-FCVCB,Female,No,No,No,2123
8819-IMISP,Male,No,No,No,2124
7802-EFKNY,Male,No,Yes,No,2125
8311-UEUAB,Female,No,Yes,Yes,2126
5858-EAFCZ,Male,No,No,No,2127
8035-BUYVG,Male,No,Yes,No,2128
1163-ONYEY,Male,No,Yes,Yes,2129
9787-XVQIU,Male,No,No,No,2130
8945-MUQUF,Male,No,No,No,2131
5656-MJEFC,Male,No,Yes,Yes,2132
6082-OQFBA,Male,No,Yes,Yes,2133
8051-HJRLT,Female,Yes,No,No,2134
8974-OVACP,Female,No,No,No,2135
4010-YLMVT,Female,No,No,No,2136
1379-FRVEB,Male,No,No,Yes,2137
8612-GXIDD,Male,No,Yes,Yes,2138
6288-CHQJB,Female,No,Yes,Yes,2139
8160-HOWOX,Female,No,No,No,2140
3023-GFLBR,Female,No,Yes,Yes,2141
6648-INWPS,Male,No,Yes,Yes,2142
4223-BKEOR,Female,No,No,Yes,2143
4079-VTGLK,Male,Yes,Yes,No,2144
1763-WQFUK,Male,No,No,No,2145
1391-UBDAR,Male,No,No,No,2146
8894-JVDCV,Female,No,No,No,2147
2023-VQFDL,Male,No,No,No,2148
1345-GKDZZ,Male,No,No,Yes,2149
2014-MKGMH,Female,No,No,No,2150
5628-FCGYG,Male,No,No,No,2151
2560-WBWXF,Male,No,No,No,2152
0248-IPDFW,Female,No,No,No,2153
7978-DKUQH,Female,No,Yes,No,2154
4335-UPJSI,Female,No,No,Yes,2155
0524-IAVZO,Female,No,Yes,No,2156
2737-YNGYW,Female,No,No,No,2157
1784-EZDKJ,Male,No,Yes,No,2158
9297-FVVDH,Female,No,Yes,Yes,2159
8007-YYPWD,Female,No,No,No,2160
7101-HRBLJ,Female,No,Yes,Yes,2161
5159-YFPKQ,Female,No,No,No,2162
6635-CPNUN,Male,No,Yes,No,2163
4021-RQSNY,Male,Yes,Yes,No,2164
5453-YBTWV,Male,No,Yes,Yes,2165
5039-LZRQT,Female,No,No,No,2166
2931-VUVJN,Female,Yes,Yes,No,2167
9061-TIHDA,Male,Yes,Yes,No,2168
8699-ASUFO,Male,Yes,Yes,No,2169
6418-PIQSP,Female,No,Yes,No,2170
8220-OCUFY,Female,No,No,No,2171
3995-WFCSM,Female,No,No,No,2172
1895-QTKDO,Female,No,No,No,2173
2038-OEQZH,Male,No,No,No,2174
1178-PZGAB,Female,No,No,No,2175
7927-AUXBZ,Female,No,No,No,2176
2626-VEEWG,Male,No,Yes,Yes,2177
2878-RMWXY,Male,Yes,Yes,No,2178
1657-DYMBM,Male,No,Yes,No,2179
7311-MQJCH,Female,No,No,No,2180
7375-WMVMT,Male,Yes,Yes,No,2181
1136-XGEQU,Female,No,Yes,Yes,2182
2530-FMFXO,Male,No,Yes,Yes,2183
6844-DZKRF,Male,No,No,No,2184
4695-WJZUE,Female,Yes,No,No,2185
7619-ODSGN,Male,No,Yes,Yes,2186
5970-GHJAW,Male,No,Yes,Yes,2187
8879-XUAHX,Male,No,Yes,No,2188
3689-MOZGR,Female,No,No,No,2189
4195-PNGZS,Male,No,Yes,Yes,2190
5003-XZWWO,Male,No,Yes,No,2191
3988-RQIXO,Female,Yes,No,No,2192
7622-FWGEW,Male,Yes,Yes,No,2193
6922-NCEDI,Male,No,No,Yes,2194
2514-GINMM,Male,No,No,No,2195
9891-NQDBD,Female,No,Yes,No,2196
6131-IUNXN,Female,No,Yes,Yes,2197
8548-AWOFC,Male,No,Yes,No,2198
9798-DRYDS,Female,No,Yes,Yes,2199
8532-UEFWH,Male,No,Yes,Yes,2200
6296-DDOOR,Female,No,No,No,2201
7951-VRDVK,Female,No,No,No,2202
5931-FLJJF,Male,Yes,Yes,No,2203
4815-YOSUK,Male,No,Yes,Yes,2204
2659-VXMWZ,Male,No,Yes,Yes,2205
0380-NEAVX,Male,Yes,No,No,2206
3207-OYBWH,Male,Yes,Yes,No,2207
4285-GYRQC,Female,No,Yes,No,2208
7216-EWTRS,Female,Yes,Yes,No,2209
4365-MSDYN,Male,No,Yes,No,2210
7036-TYDEC,Female,No,No,No,2211
5802-ADBRC,Female,No,Yes,No,2212
8076-FEZKJ,Male,No,No,No,2213
5197-YPYBZ,Female,No,Yes,Yes,2214
8337-MSSXB,Female,No,No,No,2215
4312-GVYNH,Female,No,Yes,No,2216
8495-LJDFO,Female,Yes,No,No,2217
0839-JTCUD,Female,No,Yes,Yes,2218
5494-WOZRZ,Female,No,Yes,Yes,2219
1302-UHBDD,Male,Yes,No,No,2220
2234-EOFPT,Male,No,Yes,No,2221
8619-IJNDK,Female,No,Yes,Yes,2222
8378-LKJAF,Male,No,Yes,Yes,2223
8182-BJDSI,Female,No,No,No,2224
2528-HFYZX,Male,Yes,Yes,No,2225
1153-GNOLC,Male,No,No,No,2226
3298-QEICA,Female,No,Yes,Yes,2227
0788-DXBFY,Male,No,Yes,Yes,2228
3597-YASZG,Female,Yes,Yes,No,2229
3496-LFSZU,Male,No,Yes,No,2230
5242-UOWHD,Male,No,Yes,Yes,2231
2482-CZGBB,Male,No,No,No,2232
6479-SZPLM,Male,No,Yes,Yes,2233
8097-VBQTZ,Male,No,No,No,2234
4500-HKANN,Male,No,Yes,Yes,2235
9917-KWRBE,Female,No,Yes,Yes,2236
3420-ZDBMA,Male,Yes,No,No,2237
2212-LYASK,Male,No,Yes,Yes,2238
1393-IMKZG,Female,No,No,No,2239
8069-RHUXK,Female,No,Yes,Yes,2240
3398-GCPMU,Female,Yes,Yes,Yes,2241
2908-WGAXL,Female,No,Yes,Yes,2242
3378-AJRAO,Male,No,Yes,Yes,2243
1013-QCWAM,Female,Yes,Yes,No,2244
0866-QLSIR,Female,No,No,No,2245
6050-FFXES,Female,No,Yes,No,2246
7181-BQYBV,Female,No,Yes,Yes,2247
0362-RAOQO,Female,No,No,No,2248
9554-DFKIC,Male,No,Yes,Yes,2249
5527-ACHSO,Female,No,No,No,2250
0829-DDVLK,Female,No,No,No,2251
1399-UBQIU,Male,No,No,No,2252
1813-JLKWR,Female,No,Yes,Yes,2253
0336-PIKEI,Male,Yes,Yes,No,2254
7322-OCWHC,Male,Yes,Yes,No,2255
9537-VHDTA,Female,No,No,Yes,2256
4957-TIALW,Female,No,No,Yes,2257
2054-PJOCK,Female,No,No,No,2258
9150-HEPMB,Male,No,No,No,2259
9030-QGZNL,Female,No,No,No,2260
6204-IEUXJ,Female,No,No,No,2261
3126-WQMGH,Female,No,Yes,No,2262
4529-CKBCL,Female,No,No,No,2263
2506-CLAKW,Female,No,No,No,2264
7176-WRTNX,Male,No,No,No,2265
1583-IHQZE,Male,No,No,No,2266
5732-IKGQH,Male,Yes,Yes,No,2267
9239-GZHZE,Female,No,Yes,No,2268
7205-BAIAD,Female,No,No,No,2269
0151-ONTOV,Female,No,No,No,2270
4140-MUHUG,Female,Yes,No,No,2271
0093-EXYQL,Female,Yes,No,No,2272
8064-RAVOH,Male,No,No,Yes,2273
0219-QAERP,Male,No,Yes,No,2274
0320-JDNQG,Male,No,Yes,Yes,2275
7180-PISOG,Male,No,Yes,Yes,2276
9168-INPSZ,Female,Yes,Yes,No,2277
3571-RFHAR,Male,No,No,No,2278
0015-UOCOJ,Female,Yes,No,No,2279
5334-AFQJB,Male,Yes,No,No,2280
2754-SDJRD,Female,Yes,No,No,2281
9578-VRMNM,Female,No,No,No,2282
1587-FKLZB,Male,Yes,Yes,Yes,2283
6140-QNRQQ,Male,No,No,No,2284
8963-JLGJT,Male,No,No,Yes,2285
4307-KTUMW,Male,No,Yes,No,2286
1465-LNTLJ,Male,Yes,Yes,No,2287
5440-FLBQG,Male,Yes,Yes,No,2288
2135-DQWAQ,Female,No,No,No,2289
4056-QHXHZ,Female,No,Yes,Yes,2290
7470-MCQTK,Female,No,Yes,No,2291
7488-MXJIV,Female,No,No,No,2292
7401-JIXNM,Female,No,Yes,Yes,2293
9339-FIIJL,Male,No,Yes,No,2294
2027-FECZV,Male,No,No,No,2295
2672-DZUOY,Male,No,No,No,2296
4706-DGAHW,Male,Yes,No,No,2297
3870-MQAMG,Female,No,Yes,No,2298
6670-MFRPK,Male,No,Yes,Yes,2299
6177-PEVRA,Female,No,No,No,2300
4800-CZMPC,Female,No,Yes,Yes,2301
4813-HQMGZ,Female,No,Yes,No,2302
7579-KKLOE,Male,No,Yes,Yes,2303
7377-DMMRI,Male,No,No,No,2304
8402-EIVQS,Male,No,Yes,No,2305
4947-DSMXK,Male,No,Yes,Yes,2306
7245-NIIWQ,Female,No,No,No,2307
0002-ORFBO,Female,No,Yes,Yes,2308
3324-OIRTO,Male,No,Yes,Yes,2309
5414-OFQCB,Male,No,No,No,2310
4967-WPNCF,Male,No,No,No,2311
8552-OBVRU,Female,Yes,Yes,Yes,2312
8499-BRXTD,Male,No,No,No,2313
9154-QDGTH,Male,No,Yes,Yes,2314
8197-BFWVU,Female,No,Yes,Yes,2315
2577-GVSIL,Male,No,Yes,Yes,2316
9367-OIUXP,Male,No,No,No,2317
6770-UAYGJ,Female,No,Yes,Yes,2318
6463-HHXJR,Female,No,Yes,Yes,2319
7928-VJYAB,Male,No,Yes,Yes,2320
1187-WILMM,Male,No,Yes,Yes,2321
9776-OJUZI,Female,Yes,No,No,2322
1306-RPWXZ,Female,No,No,Yes,2323
8949-JTMAY,Female,No,No,No,2324
2774-LVQUS,Female,Yes,Yes,No,2325
3097-PYWXL,Female,No,Yes,Yes,2326
2266-SJNAT,Female,No,Yes,No,2327
0869-PAPRP,Female,Yes,Yes,No,2328
4238-JSSWH,Female,Yes,Yes,No,2329
2972-YDYUW,Female,No,No,No,2330
1104-FEJAM,Male,No,Yes,Yes,2331
2809-ILCYT,Female,No,Yes,No,2332
5499-ECUTN,Female,No,Yes,No,2333
4981-FLTMF,Female,No,Yes,Yes,2334
9121-PHQSR,Male,Yes,Yes,No,2335
3113-IWHLC,Male,No,No,No,2336
3211-ILJTT,Male,No,Yes,No,2337
4612-THJBS,Female,Yes,No,No,2338
4277-BWBML,Male,No,Yes,Yes,2339
4094-NSEDU,Female,Yes,No,No,2340
0234-TEVTT,Female,No,Yes,Yes,2341
4304-TSPVK,Female,No,Yes,No,2342
1552-AAGRX,Female,No,No,No,2343
2637-FKFSY,Female,No,Yes,No,2344
9796-MVYXX,Female,Yes,No,No,2345
7874-ECPQJ,Female,No,No,Yes,2346
0020-INWCK,Female,No,Yes,Yes,2347
7089-RKVSZ,Male,No,Yes,Yes,2348
2683-JXWQQ,Male,No,Yes,Yes,2349
9548-ZMVTX,Male,No,Yes,Yes,2350
8739-XNIKG,Female,No,No,No,2351
9755-JHNMN,Female,No,No,No,2352
3981-QSVQI,Male,No,No,No,2353
2789-HQBOU,Male,No,No,No,2354
9424-CMPOG,Male,No,Yes,Yes,2355
5067-WJEUN,Male,No,Yes,Yes,2356
3450-WXOAT,Male,No,No,No,2357
9251-WNSOD,Female,No,Yes,No,2358
