customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,HasStreaming,HasSecurityBundle,ServiceCount,service_key
5781-RFZRP,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,7,568
0939-YAPAF,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,6,569
0308-IVGOK,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,No,Yes,4,570
7293-LSCDV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,571
7025-WCBNE,Yes,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,5,572
5756-JYOJT,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,5,573
4710-FDUIZ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,6,574
6030-REHUX,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,575
9548-LIGTA,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,7,576
5150-LJNSR,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Yes,6,577
8270-RKSAP,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,578
6522-YRBXD,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Yes,6,579
2640-LYMOV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,580
1218-VKFPE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,581
3627-FHKBK,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,Yes,3,582
2865-TCHJW,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,No,5,583
1423-BMPBQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,584
2393-DIVAI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,585
5192-EBGOV,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,No,4,586
4568-KNYWR,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,5,587
8752-IMQOS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,588
0742-LAFQK,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,7,589
0795-LAFGP,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,590
0619-OLYUR,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,8,591
5512-IDZEI,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,592
0459-SPZHJ,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,8,593
0215-BQKGS,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,No,Yes,5,594
9244-ZVAPM,Yes,No,DSL,No,No,No,No,No,No,No,No,2,595
0719-SYFRB,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,6,596
8208-EUMTE,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,6,597
5172-MIGPM,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes,5,598
1710-RCXUS,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,No,5,599
0374-FIUCA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,600
5839-SUYVZ,Yes,No,Fiber optic,No,No,No,Yes,No,No,No,Yes,3,601
5173-ZXXXL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,602
1096-ADRUX,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No,3,603
2001-MCUUW,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,604
2731-GJRDG,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,8,605
4723-BEGSG,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,8,606
6516-NKQBO,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,7,607
8672-OAUPW,Yes,No,DSL,No,No,No,Yes,No,No,No,Yes,3,608
8207-DMRVL,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,609
3419-SNJJD,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,7,610
6543-CPZMK,No,No phone service,DSL,No,Yes,No,No,No,No,No,No,2,611
4765-OXPPD,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,6,612
2804-ETQDK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,613
6689-VRRTK,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,8,614
7138-GIRSH,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,6,615
9396-ZSFLL,Yes,Yes,DSL,No,No,No,No,No,No,No,No,3,616
6464-KEXXH,No,No phone service,DSL,No,No,No,No,No,No,No,No,1,617
7134-MJPDY,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,7,618
5240-CAOYT,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,No,Yes,6,619
4059-IIEBK,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No,No,4,620
4881-JVQOD,No,No phone service,DSL,No,No,No,No,No,Yes,Yes,No,2,621
0516-UXRMT,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,No,Yes,6,622
4851-BQDNX,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Yes,No,4,623
5148-HKFIR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,624
1009-IRMNA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,625
3003-CMDUU,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Yes,5,626
5016-IBERQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,No,No,5,627
6797-UCJHZ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,7,628
2469-DTSGX,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,629
4554-YGZIH,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,No,5,630
5099-BAILX,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,631
9931-KGHOA,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,4,632
1775-KWJKQ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,633
7665-VIGUD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,634
9411-TPQQV,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,635
7207-RMRDB,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,7,636
7954-MLBUN,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,6,637
2077-DDHJK,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,7,638
4913-EHYUI,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,7,639
0195-IESCP,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,No,4,640
9574-BOSMD,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,641
4580-TMHJU,Yes,No,DSL,No,No,No,No,Yes,No,Yes,No,3,642
0970-ETWGE,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,4,643
4908-XAXAY,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,No,5,644
8404-VLQFB,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,645
1626-ERCMM,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,5,646
0887-HJGAR,Yes,No,DSL,No,No,No,No,No,No,No,No,2,647
2391-IPLOP,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Yes,Yes,6,648
5644-PDMZC,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,No,5,649
3509-GWQGF,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,650
9576-ANLXO,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,651
2024-BASKD,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,No,3,652
5845-BZZIB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,653
1140-UKVZG,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,654
4160-AMJTL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,655
5183-SNMJQ,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Yes,5,656
8100-PNJMH,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,657
7838-LAZFO,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,7,658
4464-JCOLN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,659
2085-JVGAD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,660
5650-VDUDS,No,No phone service,DSL,No,No,No,No,No,No,No,No,1,661
8095-WANWK,Yes,No,DSL,No,No,No,No,No,No,No,No,2,662
3030-ZKIWL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,663
9565-FLVCG,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,6,664
8755-OGKNA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,665
2800-VEQXM,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,No,3,666
7538-GWHML,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,667
5533-RJFTJ,No,No phone service,DSL,No,No,Yes,No,No,No,No,No,2,668
3859-CVCET,Yes,No,DSL,No,No,No,No,No,No,No,No,2,669
0214-JHPFW,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,670
5642-MHDQT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,671
3088-FVYWK,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,672
3276-HDUEG,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No,3,673
9092-GDZKO,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,674
0823-HSCDJ,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Yes,No,4,675
3729-OWRVL,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,8,676
2324-AALNO,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,677
0822-GAVAP,No,No phone service,DSL,No,No,No,No,No,Yes,Yes,No,2,678
5760-IFJOZ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,7,679
2826-UWHIS,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No,No,4,680
1448-PWKYE,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,No,3,681
7501-IWUNG,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,6,682
4957-TREIR,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,5,683
7251-LJBQN,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,7,684
8040-MNRTF,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,685
1536-HBSWP,Yes,No,DSL,No,No,No,Yes,No,No,No,Yes,3,686
5313-FPXWG,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,687
0067-DKWBL,Yes,No,DSL,Yes,No,No,No,No,No,No,Yes,3,688
0946-FKYTX,No,No phone service,DSL,No,Yes,No,No,No,No,No,No,2,689
5076-YVXCM,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,No,4,690
8262-COGGB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,691
6663-JOCQO,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,7,692
9620-QJREV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,693
2276-YDAVZ,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No,3,694
2682-KEVRP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,695
2480-JZOSN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,696
0078-XZMHT,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,697
5896-NPFWW,Yes,No,DSL,No,No,Yes,No,No,No,No,No,3,698
9978-HYCIN,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,No,4,699
8338-QIUNR,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,6,700
1525-LNLOJ,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Yes,No,5,701
9450-TRJUU,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,No,4,702
1766-GKNMI,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,No,4,703
6942-LBFDP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,704
1456-TWCGB,Yes,No,DSL,No,Yes,No,No,No,No,No,No,3,705
7133-VBDCG,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,No,Yes,4,706
7596-ZYWBB,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,Yes,5,707
8329-UTMVM,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,7,708
3014-WJKSM,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,No,3,709
3347-YJZZE,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,No,7,710
1029-QFBEN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,711
7929-DMBCV,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,No,Yes,4,712
9661-JALZV,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,713
5433-KYGHE,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,No,Yes,5,714
4312-KFRXN,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,715
5575-TPIZQ,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Yes,Yes,5,716
0114-IGABW,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,717
9944-AEXBM,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,No,4,718
1853-ARAAQ,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes,No,4,719
6952-OMNWB,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No,No,4,720
4697-LUPSU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,721
8434-VGEQQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,722
4952-YSOGZ,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,No,4,723
1589-AGTLK,Yes,No,DSL,No,No,No,No,No,No,No,No,2,724
5244-IRFIH,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,5,725
6549-YMFAW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,726
4950-HKQTE,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,727
6786-OBWQR,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,No,3,728
2684-EIWEO,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,No,Yes,6,729
2753-JMMCV,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes,7,730
6439-GTPCA,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,No,Yes,5,731
6621-YOBKI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,732
1216-JWVUX,Yes,No,Fiber optic,No,Yes,No,No,No,No,No,No,3,733
7564-GHCVB,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No,Yes,4,734
1173-NOEYG,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,No,5,735
7595-EHCDL,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes,No,4,736
6647-ZEDXT,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,737
2521-NPUZR,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,7,738
1307-TVUFB,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No,No,4,739
7503-MIOGA,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,740
4381-MHQDC,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,6,741
6923-JHPMP,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,No,Yes,4,742
5138-WVKYJ,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes,6,743
4018-PPNDW,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,744
1635-FJFCC,Yes,No,DSL,No,No,No,No,No,No,No,No,2,745
2499-AJYUA,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,746
6919-ELBGL,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,747
3966-HRMZA,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,No,3,748
6425-JWTDV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,749
8405-IGQFX,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Yes,Yes,5,750
8224-IVVPA,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Yes,4,751
9477-LGWQI,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,7,752
1410-RSCMR,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,6,753
3115-CZMZD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,754
0139-IVFJG,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes,5,755
6683-VLCTZ,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,6,756
5730-DBDSI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,757
0030-FNXPP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,758
2189-WWOEW,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,No,4,759
5684-FJVYR,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,No,Yes,6,760
4013-GUXND,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,761
1894-IGFSG,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,4,762
7379-POKDZ,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,763
1266-NZYUI,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,6,764
7969-FFOWG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,765
4718-DHSMV,No,No phone service,DSL,No,No,No,No,Yes,No,Yes,No,2,766
5175-WLYXL,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No,No,4,767
7817-OMJNA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,768
8728-SKJLR,Yes,No,Fiber optic,No,No,No,Yes,No,No,No,Yes,3,769
3137-NYQQI,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,5,770
7706-DZNKK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,771
0236-HFWSV,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,5,772
3900-AQPHZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,773
5842-POCOP,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,Yes,5,774
2037-XJFUP,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,5,775
8823-RLPWL,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,8,776
9505-SQFSW,No,No phone service,DSL,No,Yes,No,No,No,Yes,Yes,No,3,777
7314-OXENN,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No,No,4,778
3758-CKOQL,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,8,779
0322-CHQRU,Yes,No,DSL,No,No,No,No,No,No,No,No,2,780
5676-CFLYY,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,6,781
7521-AFHAB,Yes,No,DSL,No,No,No,No,No,No,No,No,2,782
0285-INHLN,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Yes,4,783
4678-DVQEO,Yes,No,DSL,No,No,No,Yes,No,No,No,Yes,3,784
5125-CNDSP,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,No,Yes,4,785
0691-IFBQW,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,8,786
4992-LTJNE,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,4,787
2202-OUTMO,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,5,788
0810-BDHAW,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,7,789
0229-LFJAF,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,7,790
7131-ZQZNK,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,6,791
3442-ZHHCC,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,7,792
5726-CVNYA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,793
9871-ELEYA,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,6,794
4257-GAESD,No,No phone service,DSL,No,No,No,No,Yes,Yes,Yes,No,3,795
5173-WXOQV,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Yes,Yes,5,796
2040-OBMLJ,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,No,Yes,4,797
6286-ZHAOK,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,798
3807-XHCJH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,799
3009-JWMPU,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,6,800
5671-RQRLP,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,No,3,801
1450-GALXR,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Yes,6,802
8859-AXJZP,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,803
3174-AKMAS,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Yes,Yes,5,804
3138-BKYAV,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,No,4,805
9926-PJHDQ,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,No,6,806
7382-DFJTU,Yes,No,DSL,No,No,Yes,Yes,No,No,No,Yes,4,807
2798-NYLMZ,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,8,808
4289-DTDKW,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,6,809
1820-TQVEV,Yes,No,Fiber optic,No,No,No,No,No,No,No,No,2,810
2239-JALAW,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,7,811
4853-RULSV,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,7,812
8098-TDCBU,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,813
3551-GAEGL,No,No phone service,DSL,Yes,No,No,No,No,No,No,Yes,2,814
4785-NKHCX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,815
3196-NVXLZ,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,No,4,816
6275-YDUVO,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Yes,No,4,817
0036-IHMOT,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,818
0115-TFERT,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,819
4178-EGMON,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,No,Yes,6,820
4220-TINQT,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,7,821
5318-YKDPV,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,7,822
7975-TZMLR,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,7,823
0295-QVKPB,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Yes,Yes,5,824
4335-BSMJS,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,825
2311-QYMUQ,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,No,5,826
3643-AHCFP,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,5,827
9146-JRIOX,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,828
3104-OWCGK,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,No,5,829
5337-IIWKZ,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Yes,Yes,4,830
9101-BWFSS,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,8,831
9650-VBUOG,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,2,832
3487-EARAT,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,7,833
2672-TGEFF,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,No,5,834
9231-ZJYAM,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,No,3,835
4250-WAROZ,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Yes,6,836
8184-WMOFI,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,6,837
6982-SSHFK,Yes,No,DSL,No,No,No,No,No,No,No,No,2,838
6092-QZVPP,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,7,839
4625-LAMOB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,1,840
