fact_key,customerID,customer_key,service_key,contract_key,tenure,MonthlyCharges,TotalCharges,AvgRevenuePerMonth,Churn,ChurnFlag
2147,8894-JVDCV,2147,2147,2147,62,115.05,7133.45,115.05564516129031,No,0
2148,2023-VQFDL,2148,2148,2148,18,19.0,348.8,19.37777777777778,No,0
2149,1345-GKDZZ,2149,2149,2149,6,19.55,128.6,21.433333333333334,No,0
2150,2014-MKGMH,2150,2150,2150,46,101.1,4674.4,101.61739130434782,No,0
2151,5628-FCGYG,2151,2151,2151,21,84.1,1737.45,82.7357142857143,No,0
2152,2560-WBWXF,2152,2152,2152,68,24.15,1498.85,22.04191176470588,No,0
2153,0248-IPDFW,2153,2153,2153,1,50.1,50.1,50.1,No,0
2154,7978-DKUQH,2154,2154,2154,25,74.6,1797.75,71.91,No,0
2155,4335-UPJSI,2155,2155,2155,24,19.75,498.1,20.754166666666666,No,0
2156,0524-IAVZO,2156,2156,2156,30,85.0,2624.25,87.475,Yes,1
2157,2737-YNGYW,2157,2157,2157,2,80.55,184.1,92.05,Yes,1
2158,1784-EZDKJ,2158,2158,2158,51,106.8,5498.8,107.81960784313726,No,0
2159,9297-FVVDH,2159,2159,2159,57,84.5,4845.4,85.00701754385965,No,0
2160,8007-YYPWD,2160,2160,2160,15,25.05,369.1,24.60666666666667,No,0
2161,7101-HRBLJ,2161,2161,2161,72,83.7,6096.9,84.67916666666666,No,0
2162,5159-YFPKQ,2162,2162,2162,2,75.8,160.75,80.375,Yes,1
2163,6635-CPNUN,2163,2163,2163,28,96.6,2684.35,95.86964285714285,No,0
2164,4021-RQSNY,2164,2164,2164,29,98.5,3004.15,103.59137931034483,Yes,1
2165,5453-YBTWV,2165,2165,2165,70,101.1,6994.8,99.92571428571429,No,0
2166,5039-LZRQT,2166,2166,2166,13,20.2,273.25,21.01923076923077,No,0
2167,2931-VUVJN,2167,2167,2167,59,94.05,5483.9,92.94745762711864,No,0
2168,9061-TIHDA,2168,2168,2168,13,95.25,1233.65,94.89615384615385,Yes,1
2169,8699-ASUFO,2169,2169,2169,7,74.4,527.9,75.41428571428571,Yes,1
2170,6418-PIQSP,2170,2170,2170,62,81.0,4985.9,80.41774193548386,No,0
2171,8220-OCUFY,2171,2171,2171,21,60.25,1258.35,59.921428571428564,No,0
2172,3995-WFCSM,2172,2172,2172,2,60.85,111.4,55.7,No,0
2173,1895-QTKDO,2173,2173,2173,1,43.95,43.95,43.95,No,0
2174,2038-OEQZH,2174,2174,2174,4,86.05,308.1,77.025,No,0
2175,1178-PZGAB,2175,2175,2175,19,20.25,383.65,20.192105263157895,No,0
2176,7927-AUXBZ,2176,2176,2176,30,85.15,2555.9,85.19666666666667,Yes,1
2177,2626-VEEWG,2177,2177,2177,67,19.4,1284.2,19.16716417910448,No,0
2178,2878-RMWXY,2178,2178,2178,72,102.65,7550.3,104.86527777777778,No,0
2179,1657-DYMBM,2179,2179,2179,53,19.9,1110.05,20.944339622641508,No,0
2180,7311-MQJCH,2180,2180,2180,5,19.55,99.6,19.919999999999998,No,0
2181,7375-WMVMT,2181,2181,2181,71,95.5,6707.15,94.4669014084507,No,0
2182,1136-XGEQU,2182,2182,2182,50,84.15,4164.4,83.288,No,0
2183,2530-FMFXO,2183,2183,2183,56,103.2,5873.75,104.88839285714286,No,0
2184,6844-DZKRF,2184,2184,2184,2,50.2,109.25,54.625,No,0
2185,4695-WJZUE,2185,2185,2185,2,88.55,179.25,89.625,Yes,1
2186,7619-ODSGN,2186,2186,2186,24,54.75,1338.15,55.75625,Yes,1
2187,5970-GHJAW,2187,2187,2187,46,19.95,862.4,18.747826086956522,No,0
2188,8879-XUAHX,2188,2188,2188,71,116.25,8564.75,120.63028169014085,No,0
2189,3689-MOZGR,2189,2189,2189,29,31.2,926.2,31.93793103448276,No,0
2190,4195-PNGZS,2190,2190,2190,69,24.45,1718.2,24.90144927536232,No,0
2191,5003-XZWWO,2191,2191,2191,71,84.2,5956.85,83.8992957746479,No,0
2192,3988-RQIXO,2192,2192,2192,1,91.3,91.3,91.3,Yes,1
2193,7622-FWGEW,2193,2193,2193,56,85.65,4824.45,86.15089285714285,No,0
2194,6922-NCEDI,2194,2194,2194,56,21.2,1238.65,22.118750000000002,No,0
2195,2514-GINMM,2195,2195,2195,1,79.5,79.5,79.5,Yes,1
2196,9891-NQDBD,2196,2196,2196,28,25.55,672.2,24.00714285714286,No,0
2197,6131-IUNXN,2197,2197,2197,19,20.2,382.2,20.11578947368421,No,0
2198,8548-AWOFC,2198,2198,2198,66,63.85,4264.6,64.61515151515152,No,0
2199,9798-DRYDS,2199,2199,2199,17,61.95,1070.7,62.98235294117647,No,0
2200,8532-UEFWH,2200,2200,2200,52,25.75,1345.85,25.881730769230767,No,0
2201,6296-DDOOR,2201,2201,2201,19,58.2,1045.25,55.01315789473684,No,0
2202,7951-VRDVK,2202,2202,2202,36,85.85,3003.55,83.43194444444445,No,0
2203,5931-FLJJF,2203,2203,2203,7,70.1,467.55,66.79285714285714,Yes,1
2204,4815-YOSUK,2204,2204,2204,72,104.9,7537.5,104.6875,No,0
2205,2659-VXMWZ,2205,2205,2205,67,111.3,7482.1,111.67313432835822,Yes,1
2206,0380-NEAVX,2206,2206,2206,34,99.85,3343.15,98.32794117647059,No,0
2207,3207-OYBWH,2207,2207,2207,57,95.25,5427.05,95.21140350877194,Yes,1
2208,4285-GYRQC,2208,2208,2208,7,86.25,587.1,83.87142857142858,Yes,1
2209,7216-EWTRS,2209,2209,2209,1,100.8,100.8,100.8,Yes,1
2210,4365-MSDYN,2210,2210,2210,8,19.55,161.15,20.14375,No,0
2211,7036-TYDEC,2211,2211,2211,69,104.0,7028.5,101.8623188405797,No,0
2212,5802-ADBRC,2212,2212,2212,50,104.4,5232.9,104.65799999999999,No,0
2213,8076-FEZKJ,2213,2213,2213,10,19.5,225.85,22.585,No,0
2214,5197-YPYBZ,2214,2214,2214,12,25.25,274.7,22.891666666666666,No,0
2215,8337-MSSXB,2215,2215,2215,14,86.3,1180.95,84.35357142857143,Yes,1
2216,4312-GVYNH,2216,2216,2216,70,49.85,3370.2,48.145714285714284,No,0
2217,8495-LJDFO,2217,2217,2217,64,108.95,7111.3,111.1140625,No,0
2218,0839-JTCUD,2218,2218,2218,66,89.9,5958.85,90.28560606060607,No,0
2219,5494-WOZRZ,2219,2219,2219,71,82.0,5999.85,84.5049295774648,No,0
2220,1302-UHBDD,2220,2220,2220,20,89.95,1648.45,82.4225,No,0
2221,2234-EOFPT,2221,2221,2221,72,79.35,5753.25,79.90625,No,0
2222,8619-IJNDK,2222,2222,2222,71,64.05,4492.9,63.28028169014084,No,0
2223,8378-LKJAF,2223,2223,2223,38,101.15,3956.7,104.1236842105263,No,0
2224,8182-BJDSI,2224,2224,2224,28,89.95,2625.55,93.76964285714287,Yes,1
2225,2528-HFYZX,2225,2225,2225,17,76.45,1233.4,72.5529411764706,Yes,1
2226,1153-GNOLC,2226,2226,2226,33,39.1,1309.0,39.666666666666664,No,0
2227,3298-QEICA,2227,2227,2227,23,34.6,813.45,35.36739130434783,No,0
2228,0788-DXBFY,2228,2228,2228,58,19.55,1108.8,19.117241379310343,No,0
2229,3597-YASZG,2229,2229,2229,70,104.45,7349.35,104.99071428571429,No,0
2230,3496-LFSZU,2230,2230,2230,4,70.5,294.2,73.55,No,0
2231,5242-UOWHD,2231,2231,2231,45,20.35,929.2,20.64888888888889,No,0
2232,2482-CZGBB,2232,2232,2232,10,70.0,740.0,74.0,Yes,1
2233,6479-SZPLM,2233,2233,2233,36,19.45,754.5,20.958333333333332,No,0
2234,8097-VBQTZ,2234,2234,2234,54,69.9,3883.3,71.91296296296296,No,0
2235,4500-HKANN,2235,2235,2235,23,59.7,1414.2,61.48695652173913,No,0
2236,9917-KWRBE,2236,2236,2236,41,78.35,3211.2,78.32195121951219,No,0
2237,3420-ZDBMA,2237,2237,2237,5,71.45,371.6,74.32000000000001,No,0
2238,2212-LYASK,2238,2238,2238,27,45.85,1246.4,46.162962962962965,No,0
2239,1393-IMKZG,2239,2239,2239,1,95.85,95.85,95.85,No,0
2240,8069-RHUXK,2240,2240,2240,67,35.7,2545.7,37.9955223880597,No,0
2241,3398-GCPMU,2241,2241,2241,72,89.55,6448.85,89.56736111111111,No,0
2242,2908-WGAXL,2242,2242,2242,56,24.95,1468.9,26.230357142857144,No,0
2243,3378-AJRAO,2243,2243,2243,44,24.85,1013.6,23.036363636363635,No,0
2244,1013-QCWAM,2244,2244,2244,66,100.8,6690.75,101.375,No,0
2245,0866-QLSIR,2245,2245,2245,34,64.4,2088.75,61.43382352941177,Yes,1
2246,6050-FFXES,2246,2246,2246,69,105.35,7240.65,104.93695652173912,No,0
2247,7181-BQYBV,2247,2247,2247,1,102.45,102.45,102.45,Yes,1
2248,0362-RAOQO,2248,2248,2248,40,19.65,830.25,20.75625,No,0
2249,9554-DFKIC,2249,2249,2249,30,54.45,1588.7,52.95666666666667,No,0
2250,5527-ACHSO,2250,2250,2250,11,70.5,829.3,75.39090909090909,No,0
2251,0829-DDVLK,2251,2251,2251,15,20.1,302.45,20.163333333333334,No,0
2252,1399-UBQIU,2252,2252,2252,11,69.35,712.25,64.75,No,0
2253,1813-JLKWR,2253,2253,2253,64,19.8,1336.65,20.88515625,No,0
2254,0336-PIKEI,2254,2254,2254,72,74.4,5360.75,74.45486111111111,No,0
2255,7322-OCWHC,2255,2255,2255,72,93.05,6735.05,93.54236111111112,No,0
2256,9537-VHDTA,2256,2256,2256,1,51.2,51.2,51.2,No,0
2257,4957-TIALW,2257,2257,2257,15,65.6,1010.0,67.33333333333333,No,0
2258,2054-PJOCK,2258,2258,2258,60,80.55,4847.05,80.78416666666666,No,0
2259,9150-HEPMB,2259,2259,2259,56,52.7,3019.7,53.92321428571428,No,0
2260,9030-QGZNL,2260,2260,2260,8,20.85,161.65,20.20625,No,0
2261,6204-IEUXJ,2261,2261,2261,3,80.1,217.55,72.51666666666667,Yes,1
2262,3126-WQMGH,2262,2262,2262,49,52.15,2583.75,52.72959183673469,No,0
2263,4529-CKBCL,2263,2263,2263,2,80.2,146.05,73.025,Yes,1
2264,2506-CLAKW,2264,2264,2264,6,98.15,567.45,94.575,Yes,1
2265,7176-WRTNX,2265,2265,2265,70,114.95,7711.25,110.16071428571429,No,0
2266,1583-IHQZE,2266,2266,2266,12,112.95,1384.75,115.39583333333333,Yes,1
2267,5732-IKGQH,2267,2267,2267,52,104.45,5481.25,105.40865384615384,No,0
2268,9239-GZHZE,2268,2268,2268,72,113.65,8124.2,112.83611111111111,No,0
2269,7205-BAIAD,2269,2269,2269,40,20.6,827.3,20.682499999999997,No,0
2270,0151-ONTOV,2270,2270,2270,1,70.9,70.9,70.9,Yes,1
2271,4140-MUHUG,2271,2271,2271,3,86.85,220.95,73.64999999999999,Yes,1
2272,0093-EXYQL,2272,2272,2272,40,91.55,3673.6,91.84,No,0
2273,8064-RAVOH,2273,2273,2273,1,49.85,49.85,49.85,No,0
2274,0219-QAERP,2274,2274,2274,30,19.8,576.65,19.221666666666668,No,0
2275,0320-JDNQG,2275,2275,2275,23,99.85,2331.3,101.3608695652174,Yes,1
2276,7180-PISOG,2276,2276,2276,1,74.5,74.5,74.5,Yes,1
2277,9168-INPSZ,2277,2277,2277,44,104.15,4495.65,102.17386363636363,No,0
2278,3571-RFHAR,2278,2278,2278,65,109.15,6941.2,106.78769230769231,Yes,1
2279,0015-UOCOJ,2279,2279,2279,7,48.2,340.35,48.621428571428574,No,0
2280,5334-AFQJB,2280,2280,2280,72,25.1,1789.9,24.859722222222224,No,0
2281,2754-SDJRD,2281,2281,2281,8,100.15,908.55,113.56875,No,0
2282,9578-VRMNM,2282,2282,2282,16,65.2,1043.35,65.209375,Yes,1
2283,1587-FKLZB,2283,2283,2283,66,99.5,6822.15,103.36590909090908,Yes,1
2284,6140-QNRQQ,2284,2284,2284,1,71.55,71.55,71.55,Yes,1
2285,8963-JLGJT,2285,2285,2285,3,55.9,157.55,52.51666666666667,No,0
2286,4307-KTUMW,2286,2286,2286,53,93.9,5029.2,94.89056603773585,Yes,1
2287,1465-LNTLJ,2287,2287,2287,8,64.4,581.7,72.7125,No,0
2288,5440-FLBQG,2288,2288,2288,69,108.4,7318.2,106.06086956521739,Yes,1
2289,2135-DQWAQ,2289,2289,2289,5,85.3,420.45,84.09,No,0
2290,4056-QHXHZ,2290,2290,2290,72,107.45,7576.7,105.23194444444444,No,0
2291,7470-MCQTK,2291,2291,2291,13,48.75,633.4,48.723076923076924,Yes,1
2292,7488-MXJIV,2292,2292,2292,4,85.65,321.65,80.4125,Yes,1
2293,7401-JIXNM,2293,2293,2293,54,91.3,4965.0,91.94444444444444,No,0
2294,9339-FIIJL,2294,2294,2294,72,85.95,6151.9,85.44305555555555,No,0
2295,2027-FECZV,2295,2295,2295,12,106.7,1253.9,104.49166666666667,Yes,1
2296,2672-DZUOY,2296,2296,2296,1,25.15,25.15,25.15,Yes,1
2297,4706-DGAHW,2297,2297,2297,1,45.2,45.2,45.2,No,0
2298,3870-MQAMG,2298,2298,2298,54,110.35,5893.15,109.1324074074074,Yes,1
2299,6670-MFRPK,2299,2299,2299,69,79.2,5420.65,78.56014492753623,No,0
2300,6177-PEVRA,2300,2300,2300,48,55.5,2627.35,54.73645833333333,No,0
2301,4800-CZMPC,2301,2301,2301,48,103.25,5037.55,104.94895833333334,Yes,1
2302,4813-HQMGZ,2302,2302,2302,8,90.25,743.75,92.96875,No,0
2303,7579-KKLOE,2303,2303,2303,71,91.25,6589.6,92.8112676056338,No,0
2304,7377-DMMRI,2304,2304,2304,2,47.8,92.45,46.225,Yes,1
2305,8402-EIVQS,2305,2305,2305,67,100.9,6733.15,100.49477611940299,No,0
2306,4947-DSMXK,2306,2306,2306,34,97.7,3410.0,100.29411764705883,No,0
2307,7245-NIIWQ,2307,2307,2307,3,69.85,199.85,66.61666666666666,No,0
2308,0002-ORFBO,2308,2308,2308,9,65.6,593.3,65.92222222222222,No,0
2309,3324-OIRTO,2309,2309,2309,71,104.65,7288.4,102.65352112676055,No,0
2310,5414-OFQCB,2310,2310,2310,57,90.45,5229.8,91.75087719298246,No,0
2311,4967-WPNCF,2311,2311,2311,72,63.7,4464.8,62.01111111111111,No,0
2312,8552-OBVRU,2312,2312,2312,48,104.5,5068.05,105.58437500000001,No,0
2313,8499-BRXTD,2313,2313,2313,18,20.1,401.85,22.325000000000003,No,0
2314,9154-QDGTH,2314,2314,2314,43,104.3,4451.85,103.53139534883722,No,0
2315,8197-BFWVU,2315,2315,2315,72,93.25,6688.95,92.90208333333334,No,0
2316,2577-GVSIL,2316,2316,2316,35,73.45,2661.1,76.03142857142856,No,0
2317,9367-OIUXP,2317,2317,2317,4,20.7,73.05,18.2625,No,0
2318,6770-UAYGJ,2318,2318,2318,49,25.25,1211.65,24.727551020408164,No,0
2319,6463-HHXJR,2319,2319,2319,71,100.5,7030.65,99.02323943661972,No,0
2320,7928-VJYAB,2320,2320,2320,11,90.6,1020.2,92.74545454545455,No,0
2321,1187-WILMM,2321,2321,2321,63,89.4,5597.65,88.8515873015873,No,0
2322,9776-OJUZI,2322,2322,2322,65,95.45,6223.3,95.74307692307693,No,0
2323,1306-RPWXZ,2323,2323,2323,49,20.45,1024.65,20.91122448979592,No,0
2324,8949-JTMAY,2324,2324,2324,29,98.6,2933.2,101.14482758620689,Yes,1
2325,2774-LVQUS,2325,2325,2325,15,83.05,1258.3,83.88666666666667,Yes,1
2326,3097-PYWXL,2326,2326,2326,4,19.95,82.9,20.725,No,0
2327,2266-SJNAT,2327,2327,2327,72,109.15,7789.6,108.1888888888889,No,0
2328,0869-PAPRP,2328,2328,2328,26,85.7,2067.0,79.5,No,0
2329,4238-JSSWH,2329,2329,2329,35,102.05,3452.55,98.64428571428572,No,0
2330,2972-YDYUW,2330,2330,2330,57,94.7,5468.95,95.94649122807017,No,0
2331,1104-FEJAM,2331,2331,2331,28,64.4,1802.15,64.3625,No,0
2332,2809-ILCYT,2332,2332,2332,25,26.8,733.55,29.342,No,0
2333,5499-ECUTN,2333,2333,2333,47,66.05,3021.45,64.28617021276595,No,0
2334,4981-FLTMF,2334,2334,2334,57,65.2,3687.85,64.69912280701755,No,0
2335,9121-PHQSR,2335,2335,2335,16,85.05,1391.15,86.946875,No,0
2336,3113-IWHLC,2336,2336,2336,5,55.8,274.35,54.870000000000005,No,0
2337,3211-ILJTT,2337,2337,2337,17,70.4,1214.05,71.41470588235293,Yes,1
2338,4612-THJBS,2338,2338,2338,56,104.75,5510.65,98.40446428571428,Yes,1
2339,4277-BWBML,2339,2339,2339,72,19.95,1322.85,18.372916666666665,No,0
2340,4094-NSEDU,2340,2340,2340,21,94.25,1973.75,93.98809523809524,Yes,1
2341,0234-TEVTT,2341,2341,2341,48,45.0,2196.3,45.75625,No,0
2342,4304-TSPVK,2342,2342,2342,68,114.9,7843.55,115.34632352941176,No,0
2343,1552-AAGRX,2343,2343,2343,30,106.4,3211.9,107.06333333333333,No,0
2344,2637-FKFSY,2344,2344,2344,3,46.1,130.15,43.38333333333333,No,0
2345,9796-MVYXX,2345,2345,2345,14,39.7,692.35,49.45357142857143,No,0
2346,7874-ECPQJ,2346,2346,2346,4,20.05,85.5,21.375,No,0
2347,0020-INWCK,2347,2347,2347,71,95.75,6849.4,96.47042253521126,No,0
2348,7089-RKVSZ,2348,2348,2348,8,24.4,203.95,25.49375,No,0
2349,2683-JXWQQ,2349,2349,2349,61,33.6,2117.2,34.708196721311474,No,0
2350,9548-ZMVTX,2350,2350,2350,72,90.45,6565.85,91.19236111111111,No,0
2351,8739-XNIKG,2351,2351,2351,5,84.0,424.75,84.95,No,0
2352,9755-JHNMN,2352,2352,2352,49,67.4,3306.85,67.48673469387755,No,0
2353,3981-QSVQI,2353,2353,2353,8,19.7,168.9,21.1125,No,0
2354,2789-HQBOU,2354,2354,2354,3,80.35,253.8,84.60000000000001,No,0
2355,9424-CMPOG,2355,2355,2355,9,19.6,197.4,21.933333333333334,No,0
2356,5067-WJEUN,2356,2356,2356,67,54.2,3838.2,57.286567164179104,No,0
2357,3450-WXOAT,2357,2357,2357,46,45.2,2065.15,44.8945652173913,No,0
2358,9251-WNSOD,2358,2358,2358,67,75.1,5064.45,75.58880597014925,No,0
2359,6974-DAFLI,2359,2359,2359,55,19.7,1140.05,20.728181818181817,No,0
2360,2616-UUTFK,2360,2360,2360,33,72.75,2447.45,74.1651515151515,No,0
2361,7064-JHXCE,2361,2361,2361,62,20.05,1263.9,20.385483870967743,No,0
2362,5103-MHMHY,2362,2362,2362,1,45.95,45.95,45.95,Yes,1
2363,7989-AWGEH,2363,2363,2363,49,39.2,1838.15,37.51326530612245,No,0
2364,4373-VVHQL,2364,2364,2364,1,44.75,44.75,44.75,No,0
2365,4559-UWIHT,2365,2365,2365,14,82.65,1185.0,84.64285714285714,No,0
2366,7268-IGMFD,2366,2366,2366,18,93.9,1743.9,96.88333333333334,No,0
2367,1846-XWOQN,2367,2367,2367,1,70.15,70.15,70.15,Yes,1
2368,0235-KGSLC,2368,2368,2368,1,85.55,85.55,85.55,Yes,1
2369,6650-BWFRT,2369,2369,2369,72,117.15,8529.5,118.46527777777777,No,0
2370,9570-KYEUA,2370,2370,2370,64,99.25,6549.45,102.33515625,No,0
2371,6993-YGFJV,2371,2371,2371,69,112.55,7806.5,113.1376811594203,No,0
2372,2712-SYWAY,2372,2372,2372,1,25.7,25.7,25.7,No,0
2373,0730-BGQGF,2373,2373,2373,71,90.3,6287.3,88.55352112676057,No,0
2374,5498-IBWPI,2374,2374,2374,66,49.4,3251.85,49.27045454545454,No,0
2375,9101-NTIXF,2375,2375,2375,2,19.4,50.6,25.3,No,0
2376,0013-SMEOE,2376,2376,2376,71,109.7,7904.25,111.3274647887324,No,0
2377,9314-QDMDW,2377,2377,2377,11,61.25,729.95,66.35909090909091,No,0
2378,9308-ANMVE,2378,2378,2378,47,55.3,2654.05,56.469148936170214,No,0
2379,2884-GBPFB,2379,2379,2379,35,70.3,2416.55,69.04428571428572,Yes,1
2380,3757-NJYBX,2380,2380,2380,32,106.35,3520.75,110.0234375,Yes,1
2381,3413-DHLPB,2381,2381,2381,60,103.75,5969.95,99.49916666666667,No,0
2382,7649-PHJVR,2382,2382,2382,11,19.5,226.8,20.61818181818182,No,0
2383,6114-TCFID,2383,2383,2383,29,39.5,1082.75,37.33620689655172,No,0
2384,3787-TRIAL,2384,2384,2384,21,26.05,565.75,26.94047619047619,No,0
2385,2573-GYRUU,2385,2385,2385,48,91.05,4370.75,91.05729166666667,No,0
2386,5156-UMKOW,2386,2386,2386,3,29.65,90.05,30.016666666666666,No,0
2387,1247-QBVSH,2387,2387,2387,43,50.2,2169.4,50.45116279069768,No,0
2388,6734-GMPVK,2388,2388,2388,5,105.3,550.6,110.12,No,0
2389,9822-OAOVB,2389,2389,2389,1,55.45,55.45,55.45,No,0
2390,6161-ERDGD,2390,2390,2390,71,85.45,6300.85,88.7443661971831,No,0
2391,1226-JZNKR,2391,2391,2391,8,19.8,160.05,20.00625,No,0
2392,7318-EIVKO,2392,2392,2392,8,59.25,436.6,54.575,No,0
2393,3771-PZOBW,2393,2393,2393,20,90.7,1781.35,89.0675,No,0
2394,5136-KCKGI,2394,2394,2394,33,103.7,3467.0,105.06060606060606,Yes,1
2395,8231-BSWXX,2395,2395,2395,71,79.05,5552.5,78.20422535211267,No,0
2396,6486-LHTMA,2396,2396,2396,31,90.7,2835.5,91.46774193548387,No,0
2397,4083-BFNYK,2397,2397,2397,38,95.0,3591.25,94.50657894736842,No,0
2398,3722-WPXTK,2398,2398,2398,1,88.35,88.35,88.35,Yes,1
2399,7389-KBFIT,2399,2399,2399,2,30.25,63.75,31.875,No,0
2400,7176-WIONM,2400,2400,2400,12,49.85,617.15,51.42916666666667,No,0
2401,5141-ZUVBH,2401,2401,2401,9,93.0,870.25,96.69444444444444,No,0
2402,1089-HDMKP,2402,2402,2402,11,54.55,601.25,54.65909090909091,No,0
2403,7623-HKYRK,2403,2403,2403,6,19.7,111.65,18.608333333333334,No,0
2404,0310-SUCIN,2404,2404,2404,71,84.8,6046.1,85.15633802816902,No,0
2405,5197-PYEPU,2405,2405,2405,42,94.45,3923.8,93.42380952380952,No,0
2406,2929-ERCFZ,2406,2406,2406,8,94.2,777.3,97.1625,Yes,1
2407,7548-SEPYI,2407,2407,2407,5,96.25,512.45,102.49000000000001,Yes,1
2408,8835-VSDSE,2408,2408,2408,2,70.7,141.45,70.725,Yes,1
2409,6619-RPLQZ,2409,2409,2409,45,20.85,892.15,19.825555555555557,No,0
2410,3275-RHRNE,2410,2410,2410,28,60.0,1682.05,60.073214285714286,No,0
2411,3503-TYDAY,2411,2411,2411,43,80.45,3398.9,79.04418604651163,No,0
2412,6901-GOGZG,2412,2412,2412,60,84.95,4984.85,83.08083333333335,No,0
2413,1623-NLDOT,2413,2413,2413,42,33.55,1445.3,34.41190476190476,Yes,1
2414,7021-XSNYE,2414,2414,2414,7,49.65,305.55,43.65,No,0
2415,9621-OUPYD,2415,2415,2415,25,20.2,507.9,20.316,No,0
2416,9898-KZQDZ,2416,2416,2416,40,94.55,3640.45,91.01124999999999,Yes,1
2417,8982-NHAVY,2417,2417,2417,27,100.5,2673.45,99.01666666666667,No,0
2418,4307-KWMXE,2418,2418,2418,10,35.75,389.8,38.980000000000004,No,0
2419,0141-YEAYS,2419,2419,2419,27,86.45,2401.05,88.92777777777779,No,0
2420,2450-ZKEED,2420,2420,2420,11,53.8,651.55,59.23181818181818,No,0
2421,3694-DELSO,2421,2421,2421,4,38.55,156.1,39.025,No,0
2422,3893-JRNFS,2422,2422,2422,68,39.9,2796.35,41.12279411764706,No,0
2423,9603-OAIHC,2423,2423,2423,1,70.05,70.05,70.05,No,0
2424,1133-KXCGE,2424,2424,2424,18,20.1,407.05,22.61388888888889,No,0
2425,5236-PERKL,2425,2425,2425,57,112.95,6465.0,113.42105263157895,Yes,1
2426,0142-GVYSN,2426,2426,2426,26,20.3,511.25,19.66346153846154,No,0
2427,1049-FYSYG,2427,2427,2427,17,35.65,646.05,38.002941176470586,No,0
2428,7854-FOKSF,2428,2428,2428,1,35.9,35.9,35.9,Yes,1
2429,2519-FAKOD,2429,2429,2429,38,99.25,3777.15,99.39868421052631,Yes,1
2430,8406-LNMHF,2430,2430,2430,59,82.95,4903.15,83.1042372881356,No,0
2431,1821-BUCWY,2431,2431,2431,30,55.65,1653.85,55.12833333333333,No,0
2432,8263-JQAIK,2432,2432,2432,2,24.45,47.5,23.75,Yes,1
2433,0023-UYUPN,2433,2433,2433,50,25.2,1306.3,26.125999999999998,No,0
2434,8314-DPQHL,2434,2434,2434,9,50.8,463.6,51.51111111111111,No,0
2435,1465-WCZVT,2435,2435,2435,3,19.65,60.65,20.216666666666665,No,0
2436,9481-SFCQY,2436,2436,2436,14,59.8,824.85,58.917857142857144,No,0
2437,6360-SVNWV,2437,2437,2437,31,73.55,2094.65,67.56935483870969,No,0
2438,0567-GGCAC,2438,2438,2438,7,61.4,438.9,62.699999999999996,No,0
2439,7089-IVVAZ,2439,2439,2439,8,103.35,847.3,105.9125,Yes,1
2440,8884-MRNSU,2440,2440,2440,17,19.9,329.75,19.397058823529413,No,0
2441,2171-UDMFD,2441,2441,2441,32,19.45,674.55,21.0796875,No,0
2442,9050-IKDZA,2442,2442,2442,2,81.5,162.55,81.275,No,0
2443,2205-YMZZJ,2443,2443,2443,7,84.8,546.95,78.13571428571429,Yes,1
2444,9802-CAQUT,2444,2444,2444,72,109.55,7887.25,109.54513888888889,No,0
2445,1254-IZEYF,2445,2445,2445,31,99.95,3186.65,102.79516129032258,Yes,1
2446,0187-WZNAB,2446,2446,2446,27,74.4,1972.35,73.05,No,0
2447,9492-TOKRI,2447,2447,2447,18,90.0,1527.35,84.85277777777777,Yes,1
2448,1475-VWVDO,2448,2448,2448,7,74.9,490.55,70.07857142857144,No,0
2449,9221-OTIVJ,2449,2449,2449,14,104.85,1531.4,109.38571428571429,Yes,1
2450,1357-MVDOZ,2450,2450,2450,11,59.65,683.25,62.11363636363637,No,0
2451,7602-MVRMB,2451,2451,2451,72,110.45,8058.85,111.92847222222223,No,0
2452,3325-FUYCG,2452,2452,2452,28,106.1,2847.4,101.69285714285715,Yes,1
2453,5908-QMGOE,2453,2453,2453,15,74.2,1133.9,75.59333333333333,Yes,1
2454,1197-BVMVG,2454,2454,2454,4,74.45,294.45,73.6125,No,0
2455,5406-KGRMX,2455,2455,2455,71,24.55,1719.15,24.213380281690142,No,0
2456,8481-YYXWG,2456,2456,2456,5,89.35,461.7,92.34,Yes,1
2457,5968-HYJRZ,2457,2457,2457,47,24.55,1160.45,24.690425531914894,No,0
2458,5198-EFNBM,2458,2458,2458,57,90.65,5199.8,91.22456140350877,No,0
2459,7516-GMHUV,2459,2459,2459,50,105.05,5163.3,103.266,No,0
2460,7140-ADSMJ,2460,2460,2460,8,20.45,162.3,20.2875,No,0
2461,2230-XTUWL,2461,2461,2461,48,19.55,883.35,18.403125,No,0
2462,7706-YLMQA,2462,2462,2462,70,19.7,1341.5,19.164285714285715,No,0
2463,2585-KTFRE,2463,2463,2463,1,70.45,70.45,70.45,No,0
2464,7994-UYIVZ,2464,2464,2464,8,85.65,659.45,82.43125,No,0
2465,2609-IAICY,2465,2465,2465,1,77.15,77.15,77.15,Yes,1
2466,1740-CSDJP,2466,2466,2466,1,35.25,35.25,35.25,Yes,1
2467,7717-BICXI,2467,2467,2467,60,20.55,1205.05,20.084166666666665,No,0
2468,6559-RAKOZ,2468,2468,2468,49,97.95,4917.9,100.36530612244897,No,0
2469,2636-OHFMN,2469,2469,2469,4,48.55,201.0,50.25,Yes,1
