gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Tenure_Group,TotalCharges_Group,MonthlyCharges_Group,Avg_Monthly_Spend,Customer_Lifetime_Value,Has_Internet,Has_Security,Streaming_User,Support_User,Service_Count
1,0,0,0,0.16666666666666666,1,0,2,1,1,1,1,1,1,0,0,3,0.021890547263681587,0.027296330486960535,0,0-12,Low,Low,0.09526646292058623,0.028701754385964912,1,1,1,1,0.4285714285714286
1,0,1,0,0.2222222222222222,1,2,1,0,0,0,0,0,0,0,1,2,0.5686567164179105,0.13507962150934688,0,13-24,Low,Medium,0.5536323329098727,0.1410994152046784,1,0,0,0,0.14285714285714285
0,0,1,0,0.875,1,2,0,2,2,0,0,2,2,1,1,1,0.6114427860696517,0.5501211631663974,0,49-72,Medium,Medium,0.5975255854033876,0.5872631578947369,0,1,1,0,0.7142857142857143
0,1,0,0,0.3055555555555555,1,0,1,2,2,0,0,0,0,0,0,2,0.6313432835820896,0.2079506115855066,0,13-24,Low,Medium,0.6374755818206231,0.21022222222222225,1,1,0,0,0.2857142857142857
0,0,1,1,0.4444444444444444,1,0,0,2,2,2,2,0,2,0,0,0,0.5776119402985074,0.2752538656819755,0,25-48,Low,Medium,0.5799408830488241,0.2855672514619883,0,1,1,1,0.7142857142857143
0,1,0,0,0.041666666666666664,1,2,1,0,2,0,0,0,0,0,1,2,0.6084577114427862,0.021492037849065313,1,0-12,Low,Medium,0.38328169028729486,0.02785964912280702,1,0,0,0,0.2857142857142857
0,0,0,0,0.18055555555555555,1,0,1,0,2,2,0,0,0,0,1,2,0.6258706467661692,0.10771982460189246,1,13-24,Low,Medium,0.5359318252375556,0.12338596491228071,1,0,0,1,0.2857142857142857
0,0,1,1,0.9444444444444444,1,2,1,0,2,0,2,2,2,2,1,1,0.8507462686567163,0.8101373182552504,0,49-72,High,High,0.8456199629381654,0.8251461988304094,1,0,1,1,0.7142857142857143
0,0,1,1,0.41666666666666663,1,0,1,0,0,2,0,0,2,1,0,2,0.6786069651741293,0.29070505423494114,0,25-48,Low,High,0.6620962291408327,0.30333333333333334,1,0,1,1,0.2857142857142857
0,0,0,0,0.2222222222222222,1,0,1,0,2,0,0,0,0,0,0,0,0.5656716417910447,0.13778559889222247,0,13-24,Low,Medium,0.5661968230046223,0.14053801169590643,1,0,0,0,0.14285714285714285
1,0,0,0,0.4583333333333333,1,0,1,0,2,0,2,0,0,2,0,0,0.6203980099502486,0.3037502884837295,0,25-48,Low,Medium,0.626581387340583,0.3110877192982456,1,0,0,1,0.2857142857142857
1,0,1,0,1.0,1,0,2,1,1,1,1,1,1,2,0,1,0.010447761194029848,0.14839603046388183,0,49-72,Low,Low,0.07915943144125691,0.1625263157894737,1,1,1,1,0.4285714285714286
0,1,0,0,0.05555555555555555,1,2,1,0,0,0,0,0,2,0,1,2,0.6601990049751243,0.039383798753750296,1,0-12,Low,Medium,0.572353155251474,0.039578947368421054,1,0,1,0,0.2857142857142857
0,0,0,0,0.16666666666666666,0,1,0,2,0,0,2,0,0,1,1,3,0.1527363184079602,0.04807869836141242,0,0-12,Low,Low,0.22145540608310826,0.047157894736842114,0,1,0,1,0.2857142857142857
0,1,1,0,0.05555555555555555,1,2,1,0,0,0,0,2,0,0,1,2,0.6467661691542288,0.03337756750519271,0,0-12,Low,Medium,0.4775327794703296,0.03894736842105263,1,0,1,0,0.2857142857142857
0,0,1,1,0.0,1,0,0,2,2,2,0,2,2,2,0,3,0.6228855721393034,,0,0-12,,Medium,,0.0,0,1,1,1,0.7142857142857143
0,0,0,0,0.08333333333333333,1,2,1,2,0,0,0,0,0,0,1,2,0.6049751243781094,0.04796907454419571,1,0-12,Low,Medium,0.4817357410975163,0.055473684210526314,1,1,0,0,0.2857142857142857
0,0,1,0,0.9027777777777777,1,2,1,0,2,2,2,2,2,1,1,1,0.8935323383084576,0.8193053311793215,0,49-72,High,High,0.8988241833135932,0.8214327485380117,1,0,1,1,0.8571428571428571
0,0,0,0,0.20833333333333331,1,0,2,1,1,1,1,1,1,0,0,3,0.01641791044776117,0.034808446803600276,0,13-24,Low,Low,0.0987807128819939,0.03491228070175439,1,1,1,1,0.4285714285714286
0,0,0,1,0.3333333333333333,1,0,2,1,1,1,1,1,1,1,0,0,0.027860696517412936,0.05916801292407108,0,13-24,Low,Low,0.11001956890187474,0.05908771929824562,1,1,1,1,0.4285714285714286
0,0,0,1,0.18055555555555555,0,1,0,0,2,0,0,0,0,0,0,2,0.11840796019900496,0.04193399492268636,0,13-24,Low,Low,0.1650172085720525,0.04584210526315789,0,0,0,0,0.14285714285714285
1,0,0,0,0.3333333333333333,1,0,1,0,0,0,0,0,2,0,1,1,0.6129353233830845,0.22873297945995846,0,13-24,Low,Medium,0.6454040115209052,0.22414035087719297,1,0,1,0,0.14285714285714285
0,0,1,0,1.0,0,1,0,2,2,2,2,2,2,2,0,0,0.4701492537313433,0.5655319639972305,0,49-72,Medium,Medium,0.5302091023468125,0.5515789473684211,0,1,1,1,0.8571428571428571
0,0,1,1,0.75,1,2,1,2,2,0,0,2,2,0,1,0,0.854228855721393,0.6493191783983383,0,49-72,Medium,High,0.8513574117853907,0.6574736842105263,1,1,1,0,0.7142857142857143
0,0,0,0,0.041666666666666664,1,2,1,0,0,0,0,0,0,0,0,0,0.5587064676616916,0.022732517885991232,1,0-12,Low,Medium,0.4077610140060101,0.02610526315789474,1,0,0,0,0.14285714285714285
1,0,1,1,0.05555555555555555,1,0,2,1,1,1,1,1,1,0,1,3,0.02238805970149252,0.0067851373182552495,0,0-12,Low,Low,0.05771807056034438,0.009590643274853802,1,1,1,1,0.4285714285714286
0,1,1,1,0.4444444444444444,1,2,1,0,0,2,0,2,0,0,1,3,0.7273631840796019,0.33207362104777294,0,25-48,Low,High,0.7158520204593428,0.34189473684210525,1,0,1,1,0.4285714285714286
1,1,0,0,0.4861111111111111,1,2,1,0,0,2,0,2,2,0,1,2,0.8039800995024875,0.38968382183244865,1,25-48,Medium,High,0.7755454580114309,0.40546783625731,1,0,1,1,0.5714285714285714
1,0,1,1,0.4861111111111111,1,0,2,1,1,1,1,1,1,2,0,0,0.02238805970149252,0.08545465035771983,0,25-48,Low,Low,0.1084807239731179,0.08391812865497077,1,1,1,1,0.4285714285714286
1,1,0,0,0.027777777777777776,1,0,0,0,0,0,0,0,0,0,0,3,0.2656716417910448,0.007656358181398569,1,0-12,Low,Low,0.17488484293928658,0.010514619883040937,0,0,0,0,0.0
0,0,0,0,0.1111111111111111,1,0,1,0,2,0,0,0,0,0,0,2,0.5706467661691541,0.05962958689129933,0,0-12,Low,Medium,0.4583642671713129,0.07073684210526315,1,0,0,0,0.14285714285714285
1,0,0,0,0.3055555555555555,1,0,0,2,0,0,2,0,0,0,0,3,0.3666666666666667,0.1424359566120471,0,13-24,Low,Medium,0.412632127158531,0.14177777777777778,0,1,0,1,0.2857142857142857
0,0,0,0,0.20833333333333331,1,0,0,2,0,2,2,0,0,0,0,2,0.40497512437810945,0.10804869605354259,0,13-24,Low,Medium,0.460106916702193,0.10342105263157896,0,1,0,1,0.4285714285714286
1,0,0,0,0.3055555555555555,1,2,1,0,0,0,0,2,2,0,1,2,0.7646766169154228,0.2473805677359797,0,13-24,Low,High,0.7727974813504107,0.2447017543859649,1,0,1,0,0.4285714285714286
1,0,1,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,0,1,0.2631840796019901,0.0029886914378029084,1,0-12,Low,Low,0.11992971000176768,0.005228070175438597,0,0,0,0,0.0
0,0,1,1,0.986111111111111,1,2,2,1,1,1,1,1,1,2,0,0,0.07164179104477608,0.20707939072236325,0,49-72,Low,Low,0.14575634533600906,0.21133918128654972,1,1,1,1,0.5714285714285714
1,0,0,0,0.05555555555555555,1,0,0,2,0,2,0,0,0,0,0,2,0.3830845771144279,0.026119316870528504,0,0-12,Low,Medium,0.3629467730028179,0.02654970760233918,0,1,0,1,0.2857142857142857
1,0,0,0,0.3472222222222222,1,2,0,2,2,2,2,0,2,0,0,0,0.6318407960199005,0.23194091853219478,0,25-48,Low,Medium,0.6271027611299829,0.23903508771929827,0,1,1,1,0.8571428571428571
0,0,1,1,0.4444444444444444,1,0,1,0,2,0,0,2,0,0,1,2,0.6751243781094527,0.31213362566351255,0,25-48,Low,High,0.6681561542031736,0.3222456140350877,1,0,1,0,0.2857142857142857
1,1,1,0,0.09722222222222221,0,1,0,2,0,0,0,0,0,0,0,0,0.11492537313432838,0.02326909762289407,0,0-12,Low,Low,0.16735128362430207,0.02439766081871345,0,1,0,0,0.14285714285714285
1,0,0,0,0.2361111111111111,1,0,2,1,1,1,1,1,1,1,1,3,0.02238805970149252,0.040041541657050546,0,13-24,Low,Low,0.10145952259643214,0.040760233918128656,1,1,1,1,0.4285714285714286
1,1,1,0,0.1111111111111111,1,0,0,2,0,0,0,2,0,0,0,0,0.42437810945273624,0.06152204015693516,0,0-12,Low,Medium,0.4749621342095323,0.05698245614035088,0,1,1,0,0.2857142857142857
0,1,0,0,0.7777777777777777,1,2,0,2,0,2,2,0,2,2,0,0,0.5472636815920398,0.4656588968382183,0,49-72,Medium,Medium,0.5642129561475565,0.47976608187134506,0,1,1,1,0.7142857142857143
1,1,0,0,0.1111111111111111,1,0,1,2,0,0,2,2,2,0,0,1,0.8164179104477611,0.09387837525963537,1,0-12,Low,High,0.7587451779605503,0.09384795321637426,1,1,1,1,0.5714285714285714
1,0,0,0,0.09722222222222221,1,0,2,1,1,1,1,1,1,0,0,2,0.009950248756218888,0.010789291483960305,1,0-12,Low,Low,0.044214592453183335,0.015760233918128655,1,1,1,1,0.4285714285714286
1,0,0,1,0.041666666666666664,1,0,2,1,1,1,1,1,1,0,0,3,0.025870646766169153,0.004829217632125548,0,0-12,Low,Low,0.05446175121915715,0.007315789473684211,1,1,1,1,0.4285714285714286
0,0,0,0,0.986111111111111,1,0,0,2,2,2,2,2,0,2,0,1,0.5880597014925373,0.6382760212324026,0,49-72,Medium,Medium,0.6184856109996223,0.6423216374269005,0,1,1,1,0.7142857142857143
0,0,0,0,0.027777777777777776,1,2,1,0,0,0,0,2,2,0,1,2,0.7736318407960199,0.018001384721901686,1,0-12,Low,High,0.44707974171545045,0.022456140350877195,1,0,1,0,0.4285714285714286
0,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,2,2,0,0,2,0.7194029850746269,0.008279483037156705,1,0-12,Low,High,0.3287440341883897,0.010590643274853801,1,0,1,0,0.2857142857142857
1,0,1,0,0.6805555555555555,1,2,1,2,2,0,0,2,0,0,1,0,0.7522388059701491,0.5439995384260328,0,49-72,Medium,High,0.7785897497218556,0.5378538011695906,1,1,1,0,0.5714285714285714
1,0,0,0,0.8055555555555555,1,0,0,0,2,2,2,2,0,2,0,0,0.5159203980099502,0.4650530810062312,0,49-72,Medium,Medium,0.5414410859526274,0.47553216374269003,0,0,1,1,0.5714285714285714
1,1,1,0,0.611111111111111,0,1,0,0,2,0,0,0,0,0,1,2,0.12039800995024874,0.15473113316408957,1,25-48,Low,Low,0.19157379583320344,0.15618713450292399,0,0,0,0,0.14285714285714285
0,0,1,1,0.8194444444444444,1,0,0,0,2,0,2,2,2,2,1,1,0.5741293532338309,0.5219882298638358,0,49-72,Medium,Medium,0.6059258835639942,0.5240994152046784,0,0,1,1,0.5714285714285714
1,0,0,0,0.986111111111111,1,2,1,2,0,2,2,2,2,2,1,2,0.8935323383084576,0.8669916916685899,1,49-72,High,High,0.8692310558403433,0.8972573099415205,1,1,1,1,0.8571428571428571
1,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,2,0.5139303482587065,0.0058966074313408735,1,0-12,Low,Medium,0.2346978881806745,0.00817543859649123,1,0,0,0,0.0
0,0,0,0,0.15277777777777776,1,2,1,0,0,0,0,0,0,0,0,2,0.5671641791044776,0.10037502884837296,0,0-12,Low,Medium,0.5908815363979495,0.09681286549707603,1,0,0,0,0.14285714285714285
1,1,1,0,0.861111111111111,1,2,1,0,2,2,0,2,2,1,1,2,0.8507462686567163,0.734427648280637,1,49-72,High,High,0.8392621827827136,0.7523391812865498,1,0,1,1,0.7142857142857143
0,0,1,1,0.4861111111111111,1,0,0,2,0,0,2,0,0,1,1,0,0.3651741293532338,0.2189245326563582,0,25-48,Low,Medium,0.4011319878413554,0.22494152046783628,0,1,0,1,0.2857142857142857
0,0,0,0,0.2777777777777778,1,0,2,1,1,1,1,1,1,0,1,0,0.01243781094527363,0.04548811447034388,0,13-24,Low,Low,0.0954883387229264,0.0456140350877193,1,1,1,1,0.4285714285714286
1,0,1,1,0.5555555555555556,1,0,2,1,1,1,1,1,1,2,0,3,0.013432835820895522,0.09117816755135011,0,25-48,Low,Low,0.09606965902148391,0.09169590643274854,1,1,1,1,0.4285714285714286
0,0,0,0,0.5416666666666666,1,0,0,2,0,0,0,0,0,1,1,2,0.2945273631840796,0.21550888529886916,0,25-48,Low,Low,0.345913717987377,0.21826315789473685,0,1,0,0,0.14285714285714285
1,0,0,0,0.013888888888888888,1,2,1,0,0,0,0,0,2,0,1,2,0.6800995024875621,0.007823678744518808,1,0-12,Low,High,0.3107545776881246,0.010128654970760233,1,0,1,0,0.2857142857142857
0,0,1,1,1.0,1,2,2,1,1,1,1,1,1,2,0,0,0.05472636815920398,0.19160512347103625,0,49-72,Low,Low,0.12588148440830588,0.2,1,1,1,1,0.5714285714285714
0,1,1,0,0.4583333333333333,1,2,1,0,2,0,0,0,0,0,1,0,0.6203980099502486,0.30437341333948764,1,25-48,Low,Medium,0.6280280450487205,0.3110877192982456,1,0,0,0,0.2857142857142857
0,0,0,0,0.16666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0.254228855721393,0.06025271174705748,0,0-12,Low,Low,0.29537508128380835,0.061473684210526305,0,0,0,0,0.0
1,0,0,0,0.013888888888888888,1,0,2,1,1,1,1,1,1,0,0,0,0.014925373134328346,0.0001096238172167089,0,0-12,Low,Low,0.006300105019080196,0.002309941520467836,1,1,1,1,0.4285714285714286
1,0,0,1,0.375,1,0,2,1,1,1,1,1,1,0,0,3,0.008955223880596996,0.05983729517655205,0,25-48,Low,Low,0.09115633880016817,0.06047368421052631,1,1,1,1,0.4285714285714286
1,0,1,1,0.4722222222222222,1,0,2,1,1,1,1,1,1,1,0,1,0.013432835820895522,0.07615970459266097,0,25-48,Low,Low,0.09300733351059325,0.07794152046783627,1,1,1,1,0.4285714285714286
0,0,1,0,0.7777777777777777,1,0,1,2,0,2,0,0,0,2,0,0,0.617412935323383,0.518676436648973,0,49-72,Medium,Medium,0.6376329498321829,0.5259415204678363,1,1,0,1,0.2857142857142857
0,0,0,0,0.8055555555555555,1,2,2,1,1,1,1,1,1,2,0,1,0.06069651741293533,0.16213362566351258,0,49-72,Low,Low,0.13617078122105875,0.16518128654970762,1,1,1,1,0.5714285714285714
0,0,1,1,0.3055555555555555,1,2,2,1,1,1,1,1,1,2,0,1,0.06965174129353235,0.06192014770366952,0,13-24,Low,Low,0.13630536275434801,0.06497076023391814,1,1,1,1,0.5714285714285714
0,0,1,1,0.1388888888888889,1,2,2,1,1,1,1,1,1,2,0,1,0.07810945273631842,0.023857604431110086,0,0-12,Low,Low,0.10312022935940253,0.030526315789473686,1,1,1,1,0.5714285714285714
1,0,0,0,0.18055555555555555,1,0,2,1,1,1,1,1,1,2,0,1,0.01741293532338306,0.028807985229633046,0,13-24,Low,Low,0.0910099508177971,0.0304093567251462,1,1,1,1,0.4285714285714286
0,0,0,0,0.4861111111111111,1,2,1,0,2,0,2,0,0,0,0,1,0.6671641791044776,0.33449111470113085,1,25-48,Medium,High,0.6545277780666092,0.3491812865497076,1,0,0,1,0.4285714285714286
0,0,0,0,0.4722222222222222,1,0,1,0,0,0,0,0,0,0,1,1,0.5149253731343283,0.2766328179090699,1,25-48,Low,Medium,0.5451314966630075,0.2783625730994152,1,0,0,0,0.0
0,1,0,0,0.05555555555555555,1,2,1,0,0,0,0,2,2,0,1,2,0.7567164179104477,0.046809369951534736,1,0-12,Low,High,0.6895806515342144,0.044116959064327485,1,0,1,0,0.4285714285714286
1,0,1,0,1.0,1,0,2,1,1,1,1,1,1,2,0,0,0.024378109452736302,0.17000923147934457,0,49-72,Low,Low,0.10252981606064072,0.1743157894736842,1,1,1,1,0.4285714285714286
1,0,0,0,0.027777777777777776,1,0,0,0,0,0,2,2,2,0,0,2,0.517910447761194,0.013108700669282252,0,0-12,Low,Medium,0.31834506566292,0.016444444444444446,0,0,1,1,0.4285714285714286
0,0,0,0,0.09722222222222221,1,0,1,0,0,2,0,2,2,0,1,2,0.7671641791044775,0.07409416108931456,1,0-12,Low,High,0.6688358478990986,0.07806432748538011,1,0,1,1,0.4285714285714286
1,1,1,0,0.375,1,2,1,0,0,0,0,0,0,0,1,2,0.5696517412935324,0.21638010616201248,1,25-48,Low,Medium,0.5324673096547741,0.23842105263157895,1,0,0,0,0.14285714285714285
1,0,1,1,0.05555555555555555,1,0,1,0,0,0,0,0,0,0,1,3,0.5104477611940298,0.03070620816985922,0,0-12,Low,Medium,0.43536002828236625,0.032538011695906435,1,0,0,0,0.0
0,0,0,0,0.5138888888888888,1,0,2,1,1,1,1,1,1,2,0,3,0.015920398009950265,0.08832794830371568,0,25-48,Low,Low,0.1043372497040695,0.08590058479532164,1,1,1,1,0.4285714285714286
1,0,0,0,0.29166666666666663,1,0,2,1,1,1,1,1,1,0,0,3,0.01741293532338306,0.04603046388183707,0,13-24,Low,Low,0.08929174035804795,0.04912280701754386,1,1,1,1,0.4285714285714286
0,1,1,0,0.736111111111111,1,2,1,0,0,0,0,2,2,1,1,1,0.772139303482587,0.5766732056312024,0,49-72,Medium,High,0.7624813848192552,0.594157894736842,1,0,1,0,0.4285714285714286
0,0,0,0,0.25,1,2,1,0,0,0,2,0,2,0,1,2,0.7149253731343282,0.18393145626586663,1,13-24,Low,High,0.6895039476557323,0.1896842105263158,1,0,1,1,0.4285714285714286
0,0,0,0,0.027777777777777776,1,0,1,0,0,0,0,0,0,0,0,2,0.5044776119402985,0.011648972997922918,1,0-12,Low,Medium,0.2799371965104552,0.016128654970760235,1,0,0,0,0.0
1,0,1,1,0.4444444444444444,1,2,1,2,0,0,0,2,2,0,1,1,0.8089552238805969,0.3676263558735287,1,25-48,Medium,High,0.8008930875515052,0.3725847953216374,1,1,1,0,0.5714285714285714
1,1,1,0,0.3194444444444444,1,0,2,1,1,1,1,1,1,1,1,2,0.02487562189054726,0.05381952457881376,0,13-24,Low,Low,0.10049806078629138,0.0558187134502924,1,1,1,1,0.4285714285714286
1,0,0,0,0.041666666666666664,1,0,0,2,0,0,0,0,0,0,1,3,0.31741293532338305,0.016391645511193167,0,0-12,Low,Low,0.28263181974150753,0.017596491228070176,0,1,0,0,0.14285714285714285
0,0,1,1,0.986111111111111,0,1,0,2,2,0,2,2,2,2,0,3,0.40199004975124375,0.4761654742672513,0,49-72,Medium,Medium,0.4407606604764332,0.4870350877192982,0,1,1,1,0.7142857142857143
1,0,0,0,0.125,1,0,1,0,0,0,2,2,2,0,1,0,0.772636815920398,0.09331294714978076,0,0-12,Low,High,0.670042735487091,0.10094736842105263,1,0,1,1,0.4285714285714286
0,0,0,0,0.013888888888888888,1,0,0,0,2,0,0,0,0,0,0,2,0.31094527363184077,0.003542580198476806,0,0-12,Low,Low,0.14179031536917847,0.005789473684210527,0,0,0,0,0.14285714285714285
1,0,1,1,0.25,1,0,0,0,0,2,0,0,2,0,0,2,0.39004975124378105,0.1121682437110547,1,13-24,Low,Medium,0.39136555998045197,0.12094736842105265,0,0,1,1,0.2857142857142857
1,0,1,1,0.16666666666666666,1,0,0,0,0,0,0,0,2,1,0,1,0.3522388059701492,0.07818486037387493,1,0-12,Low,Medium,0.40425771186379683,0.07529824561403509,0,0,1,0,0.14285714285714285
1,0,1,0,0.986111111111111,1,2,0,2,2,2,2,0,2,2,1,3,0.6154228855721392,0.6423494114931917,0,49-72,Medium,Medium,0.6229513480914601,0.6651578947368421,0,1,1,1,0.8571428571428571
0,0,0,0,0.8888888888888888,1,2,2,1,1,1,1,1,1,1,1,0,0.061194029850746234,0.18259866143549505,0,49-72,Low,Low,0.14073231812223008,0.18264327485380116,1,1,1,1,0.5714285714285714
1,0,0,0,0.05555555555555555,0,1,0,0,0,0,2,0,2,0,1,2,0.21691542288557208,0.016576275098084466,0,0-12,Low,Low,0.21229076767907834,0.018736842105263156,0,0,1,1,0.2857142857142857
0,0,0,0,0.3194444444444444,1,0,2,1,1,1,1,1,1,0,1,3,0.01243781094527363,0.052088622201707825,0,13-24,Low,Low,0.0948051948051948,0.052456140350877194,1,1,1,1,0.4285714285714286
0,0,1,1,0.5416666666666666,1,0,0,2,0,0,0,0,0,0,0,1,0.3263681592039801,0.2362335564274175,0,25-48,Low,Low,0.3868112671955747,0.23285964912280702,0,1,0,0,0.14285714285714285
1,0,1,0,0.38888888888888884,1,0,0,2,0,0,2,0,0,1,0,3,0.3592039800995025,0.16243364874221095,0,25-48,Low,Medium,0.36438530134452396,0.17798830409356725,0,1,0,1,0.2857142857142857
0,1,0,0,0.06944444444444445,1,0,1,0,2,0,0,2,0,0,1,2,0.6611940298507463,0.043122547888299105,0,0-12,Low,Medium,0.5122061285391951,0.04953216374269006,1,0,1,0,0.2857142857142857
0,1,1,0,0.625,1,0,1,0,0,2,0,0,2,0,1,2,0.6751243781094527,0.44341680129240707,0,25-48,Medium,High,0.6809690779162009,0.4531578947368421,1,0,1,1,0.2857142857142857
1,0,0,0,0.5138888888888888,1,0,1,0,0,0,0,0,0,0,1,3,0.5184079601990049,0.292418647588276,0,25-48,Low,Medium,0.5282819830710775,0.30443859649122806,1,0,0,0,0.0
0,1,1,0,0.8333333333333333,1,0,1,2,2,2,2,2,2,2,1,0,0.9129353233830845,0.7673147934456497,0,49-72,High,High,0.9120780124205817,0.7719298245614036,1,1,1,1,0.8571428571428571
1,1,0,0,0.1111111111111111,1,2,1,0,0,2,0,2,2,0,1,2,0.8194029850746268,0.09238402954073391,1,0-12,Low,High,0.7456389353907369,0.09412865497076023,1,0,1,1,0.5714285714285714
0,0,0,0,0.6527777777777778,1,2,1,2,0,2,0,2,0,1,0,1,0.7626865671641792,0.5304004154165705,0,25-48,Medium,High,0.7921528131596187,0.5216725146198831,1,1,1,1,0.5714285714285714
1,0,1,1,0.3611111111111111,1,2,1,0,0,0,0,2,0,0,1,2,0.6517412935323383,0.23676436648972998,1,25-48,Low,Medium,0.6148801292115944,0.25467836257309945,1,0,1,0,0.2857142857142857
0,1,1,1,0.041666666666666664,1,0,1,2,0,0,2,2,0,0,1,3,0.6970149253731343,0.029419570736210477,1,0-12,Low,High,0.5397216474478285,0.030982456140350875,1,1,1,1,0.4285714285714286
0,0,1,1,0.6944444444444444,1,0,1,0,0,0,0,0,0,0,1,0,0.5124378109452736,0.408366028156012,0,49-72,Medium,Medium,0.5517570358808055,0.40789473684210525,1,0,0,0,0.0
1,0,1,1,0.375,1,2,0,0,0,0,2,2,2,0,0,0,0.5308457711442786,0.22366720516962843,0,25-48,Low,Medium,0.5530104231808453,0.22610526315789473,0,0,1,1,0.5714285714285714
0,1,0,0,0.1111111111111111,1,0,1,0,0,2,0,2,2,0,1,2,0.7348258706467661,0.0820620816985922,1,0-12,Low,High,0.6551097154780101,0.08617543859649122,1,0,1,1,0.4285714285714286
0,0,1,0,0.861111111111111,1,2,2,1,1,1,1,1,1,2,0,0,0.05373134328358206,0.16131433187168245,0,49-72,Low,Low,0.12118756229473375,0.17149707602339181,1,1,1,1,0.5714285714285714
0,0,1,0,0.986111111111111,1,0,0,2,0,2,2,2,2,2,0,0,0.6328358208955223,0.6814678052157858,0,49-72,High,Medium,0.6658376051490543,0.6796900584795321,0,1,1,1,0.7142857142857143
1,0,0,0,0.9166666666666666,1,2,2,1,1,1,1,1,1,2,0,3,0.0681592039800995,0.19373413339487655,0,49-72,Low,Low,0.1471535049322653,0.19375438596491232,1,1,1,1,0.5714285714285714
1,0,1,1,0.9444444444444444,1,2,1,2,2,2,2,2,2,2,1,0,0.9597014925373134,0.9036522040156936,0,49-72,High,High,0.9525996404124994,0.9122339181286551,1,1,1,1,1.0
0,0,0,0,0.18055555555555555,0,1,0,0,0,2,0,2,2,0,0,2,0.30746268656716413,0.07276713593353336,0,13-24,Low,Low,0.33886107030336704,0.07473099415204677,0,0,1,1,0.4285714285714286
1,0,1,0,0.7777777777777777,1,0,1,0,0,0,0,0,2,1,1,2,0.6233830845771144,0.5237364412647126,0,49-72,Medium,Medium,0.6446401687310204,0.5298713450292398,1,0,1,0,0.14285714285714285
1,0,1,0,0.5277777777777778,1,0,1,2,2,0,0,0,0,0,1,2,0.608955223880597,0.34551696284329564,1,25-48,Medium,Medium,0.6200611238241343,0.3531111111111111,1,1,0,0,0.2857142857142857
1,1,0,0,0.19444444444444442,1,0,1,0,0,0,0,2,2,0,0,1,0.718407960199005,0.14393030233094853,1,13-24,Low,High,0.6851781685088331,0.14810526315789474,1,0,1,0,0.2857142857142857
0,0,0,1,0.2222222222222222,1,0,2,1,1,1,1,1,1,1,1,0,0.010447761194029848,0.03941264712670206,0,13-24,Low,Low,0.1094280466389919,0.036116959064327485,1,1,1,1,0.4285714285714286
0,0,1,1,0.19444444444444442,1,0,1,0,0,0,0,0,0,0,0,2,0.5169154228855721,0.1185898915301177,0,13-24,Low,Medium,0.5518284757676272,0.11494736842105265,1,0,0,0,0.0
1,0,1,1,0.4444444444444444,1,0,1,0,0,0,0,0,0,0,1,0,0.5124378109452736,0.2687629817678283,1,25-48,Low,Medium,0.5644148849185607,0.26105263157894737,1,0,0,0,0.0
0,0,0,0,0.1111111111111111,1,0,0,2,0,0,2,0,0,1,0,0,0.35820895522388063,0.049498038310639286,0,0-12,Low,Medium,0.36950495461304117,0.05076023391812866,0,1,0,1,0.2857142857142857
0,0,1,1,0.5972222222222222,1,2,1,0,0,2,0,2,2,0,1,0,0.8064676616915423,0.4836314331871682,0,25-48,Medium,High,0.7878685002311177,0.4994035087719298,1,0,1,1,0.5714285714285714
0,0,0,0,0.7222222222222222,1,2,0,2,0,2,2,2,0,1,0,1,0.554726368159204,0.4452861758596815,0,49-72,Medium,Medium,0.5827661590188594,0.45005847953216377,0,1,1,1,0.7142857142857143
1,0,0,0,0.041666666666666664,1,0,0,0,0,0,2,0,0,0,1,3,0.31840796019900497,0.015405031156242789,0,0-12,Low,Low,0.2631622180861573,0.017631578947368422,0,0,0,1,0.14285714285714285
1,0,0,0,0.40277777777777773,1,0,2,1,1,1,1,1,1,1,1,3,0.015422885572139305,0.06385875836602817,0,25-48,Low,Low,0.09008391128487207,0.06715789473684211,1,1,1,1,0.4285714285714286
0,0,0,0,0.013888888888888888,1,0,2,1,1,1,1,1,1,0,0,3,0.013930348258706454,9.808446803600233e-05,1,0-12,Low,Low,0.00584467574059247,0.0022982456140350875,1,1,1,1,0.4285714285714286
1,1,0,0,0.16666666666666666,0,1,0,0,0,2,2,0,2,0,1,2,0.2527363184079602,0.05863720286175861,1,0-12,Low,Low,0.2855658352856112,0.06126315789473684,0,0,1,1,0.4285714285714286
0,0,1,1,0.2222222222222222,0,1,0,0,0,0,0,0,2,0,1,1,0.17164179104477612,0.06160858527579045,0,13-24,Low,Low,0.21248901336500836,0.0664327485380117,0,0,1,0,0.14285714285714285
0,0,0,0,0.5555555555555556,1,2,0,0,0,2,2,2,2,1,1,3,0.6218905472636815,0.368087929840757,0,25-48,Medium,Medium,0.6291885076005056,0.37777777777777777,0,0,1,1,0.7142857142857143
